,Code,age,sex,settlement,population.total,population.ed,population.not.ed,year,addressCod,addressCode
1242,IR.AR,18,پسر,شهر,7833,4190,3643,1390,24,24
1243,IR.BK,18,پسر,شهر,13434,7194,6240,1390,5,05
1244,IR.BS,18,پسر,شهر,6560,3359,3201,1390,18,18
1245,IR.CM,18,پسر,شهر,4949,2825,2124,1390,14,14
1246,IR.EA,18,پسر,شهر,20882,12122,8760,1390,3,03
1247,IR.ES,18,پسر,شهر,34318,19818,14500,1390,10,10
1248,IR.FA,18,پسر,شهر,28344,15682,12662,1390,7,07
1249,IR.GI,18,پسر,شهر,13019,7577,5442,1390,1,01
1250,IR.GO,18,پسر,شهر,8415,4497,3918,1390,27,27
1251,IR.HD,18,پسر,شهر,9785,5467,4318,1390,13,13
1252,IR.HG,18,پسر,شهر,7464,3490,3974,1390,22,22
1253,IR.IL,18,پسر,شهر,3775,2203,1572,1390,16,16
1254,IR.KB,18,پسر,شهر,3904,2366,1538,1390,17,17
1255,IR.KD,18,پسر,شهر,9613,4513,5100,1390,12,12
1256,IR.KE,18,پسر,شهر,18217,9564,8653,1390,8,08
1257,IR.KJ,18,پسر,شهر,4443,2339,2104,1390,29,29
1258,IR.KS,18,پسر,شهر,4539,2752,1787,1390,28,28
1259,IR.KV,18,پسر,شهر,37906,18563,19343,1390,9,09
1260,IR.KZ,18,پسر,شهر,33095,17877,15218,1390,6,06
1261,IR.LO,18,پسر,شهر,11110,5901,5209,1390,15,15
1262,IR.MK,18,پسر,شهر,9138,5304,3834,1390,0,00
1263,IR.MN,18,پسر,شهر,14136,9197,4939,1390,2,02
1264,IR.QM,18,پسر,شهر,10185,5865,4320,1390,25,25
1265,IR.QZ,18,پسر,شهر,7740,4427,3313,1390,26,26
1266,IR.SB,18,پسر,شهر,13773,6064,7709,1390,11,11
1267,IR.SM,18,پسر,شهر,4777,3345,1432,1390,20,20
1268,IR.TH,18,پسر,شهر,86559,49458,37101,1390,23,23
1269,IR.WA,18,پسر,شهر,18995,10324,8671,1390,4,04
1270,IR.YA,18,پسر,شهر,7961,4772,3189,1390,21,21
1271,IR.ZA,18,پسر,شهر,5961,3714,2247,1390,19,19
1272,IR.AL,19,پسر,شهر,17178,8463,8715,1390,30,30
1273,IR.AR,19,پسر,شهر,7668,3889,3779,1390,24,24
1274,IR.BK,19,پسر,شهر,14382,6562,7820,1390,5,05
1275,IR.BS,19,پسر,شهر,7640,3183,4457,1390,18,18
1276,IR.CM,19,پسر,شهر,5429,2956,2473,1390,14,14
1277,IR.EA,19,پسر,شهر,22627,12422,10205,1390,3,03
1278,IR.ES,19,پسر,شهر,35473,19006,16467,1390,10,10
1279,IR.FA,19,پسر,شهر,30408,15320,15088,1390,7,07
1280,IR.GI,19,پسر,شهر,13576,7601,5975,1390,1,01
1281,IR.GO,19,پسر,شهر,8821,4345,4476,1390,27,27
1282,IR.HD,19,پسر,شهر,10130,5627,4503,1390,13,13
1283,IR.HG,19,پسر,شهر,8676,3102,5574,1390,22,22
1284,IR.IL,19,پسر,شهر,4104,2318,1786,1390,16,16
1285,IR.KB,19,پسر,شهر,3754,2323,1431,1390,17,17
1286,IR.KD,19,پسر,شهر,10000,4212,5788,1390,12,12
1287,IR.KE,19,پسر,شهر,19173,9387,9786,1390,8,08
1288,IR.KJ,19,پسر,شهر,5103,2314,2789,1390,29,29
1289,IR.KS,19,پسر,شهر,4470,2412,2058,1390,28,28
1290,IR.KV,19,پسر,شهر,36003,16432,19571,1390,9,09
1291,IR.KZ,19,پسر,شهر,33677,16215,17462,1390,6,06
1292,IR.LO,19,پسر,شهر,11374,5582,5792,1390,15,15
1293,IR.MK,19,پسر,شهر,9014,5174,3840,1390,0,00
1294,IR.MN,19,پسر,شهر,15300,9869,5431,1390,2,02
1295,IR.QM,19,پسر,شهر,10161,5262,4899,1390,25,25
1296,IR.QZ,19,پسر,شهر,7936,4221,3715,1390,26,26
1297,IR.SB,19,پسر,شهر,14355,5113,9242,1390,11,11
1298,IR.SM,19,پسر,شهر,5081,3053,2028,1390,20,20
1299,IR.TH,19,پسر,شهر,88804,45407,43397,1390,23,23
1300,IR.WA,19,پسر,شهر,19268,9630,9638,1390,4,04
1301,IR.YA,19,پسر,شهر,8471,4882,3589,1390,21,21
1302,IR.ZA,19,پسر,شهر,6544,3511,3033,1390,19,19
1303,IR.AL,6,دختر,شهر,15162,11682,3480,1390,30,30
1304,IR.AR,6,دختر,شهر,5815,4770,1045,1390,24,24
1305,IR.BK,6,دختر,شهر,8872,7028,1844,1390,5,05
1306,IR.BS,6,دختر,شهر,5544,4179,1365,1390,18,18
1307,IR.CM,6,دختر,شهر,3949,3227,722,1390,14,14
1308,IR.EA,6,دختر,شهر,17108,13571,3537,1390,3,03
1309,IR.ES,6,دختر,شهر,28128,21497,6631,1390,10,10
1310,IR.FA,6,دختر,شهر,21039,15994,5045,1390,7,07
1311,IR.GI,6,دختر,شهر,8988,7165,1823,1390,1,01
1312,IR.GO,6,دختر,شهر,6876,5310,1566,1390,27,27
1313,IR.HD,6,دختر,شهر,6552,5113,1439,1390,13,13
1314,IR.HG,6,دختر,شهر,7084,5181,1903,1390,22,22
1315,IR.IL,6,دختر,شهر,2634,2126,508,1390,16,16
1316,IR.KB,6,دختر,شهر,2785,2226,559,1390,17,17
1317,IR.KD,6,دختر,شهر,7369,5901,1468,1390,12,12
1318,IR.KE,6,دختر,شهر,13826,9950,3876,1390,8,08
1319,IR.KJ,6,دختر,شهر,3112,2408,704,1390,29,29
1320,IR.KS,6,دختر,شهر,3506,2747,759,1390,28,28
1321,IR.KV,6,دختر,شهر,34319,25702,8617,1390,9,09
1322,IR.KZ,6,دختر,شهر,25436,19379,6057,1390,6,06
1323,IR.LO,6,دختر,شهر,7553,5953,1600,1390,15,15
1324,IR.MK,6,دختر,شهر,7329,5816,1513,1390,0,00
1325,IR.MN,6,دختر,شهر,10641,8300,2341,1390,2,02
1326,IR.QM,6,دختر,شهر,8685,6463,2222,1390,25,25
1327,IR.QZ,6,دختر,شهر,6410,4866,1544,1390,26,26
1328,IR.SB,6,دختر,شهر,14343,10061,4282,1390,11,11
1329,IR.SM,6,دختر,شهر,3420,2551,869,1390,20,20
1330,IR.TH,6,دختر,شهر,71111,52880,18231,1390,23,23
1331,IR.WA,6,دختر,شهر,14839,11493,3346,1390,4,04
1332,IR.YA,6,دختر,شهر,7378,5497,1881,1390,21,21
1333,IR.ZA,6,دختر,شهر,4354,3527,827,1390,19,19
1334,IR.AL,7,دختر,شهر,14183,13553,630,1390,30,30
1335,IR.AR,7,دختر,شهر,5616,5462,154,1390,24,24
1336,IR.BK,7,دختر,شهر,8828,8500,328,1390,5,05
1337,IR.BS,7,دختر,شهر,5153,4811,342,1390,18,18
1338,IR.CM,7,دختر,شهر,3809,3695,114,1390,14,14
1339,IR.EA,7,دختر,شهر,16162,15531,631,1390,3,03
1340,IR.ES,7,دختر,شهر,25811,24532,1279,1390,10,10
1341,IR.FA,7,دختر,شهر,19801,18582,1219,1390,7,07
1342,IR.GI,7,دختر,شهر,8500,8245,255,1390,1,01
1343,IR.GO,7,دختر,شهر,6339,6056,283,1390,27,27
1344,IR.HD,7,دختر,شهر,6057,5837,220,1390,13,13
1345,IR.HG,7,دختر,شهر,6500,6057,443,1390,22,22
1346,IR.IL,7,دختر,شهر,2567,2484,83,1390,16,16
1347,IR.KB,7,دختر,شهر,2772,2673,99,1390,17,17
1348,IR.KD,7,دختر,شهر,7037,6730,307,1390,12,12
1349,IR.KE,7,دختر,شهر,12918,11742,1176,1390,8,08
1350,IR.KJ,7,دختر,شهر,2963,2865,98,1390,29,29
1351,IR.KS,7,دختر,شهر,3371,3284,87,1390,28,28
1352,IR.KV,7,دختر,شهر,32822,31309,1513,1390,9,09
1353,IR.KZ,7,دختر,شهر,23873,22819,1054,1390,6,06
1354,IR.LO,7,دختر,شهر,7126,6791,335,1390,15,15
1355,IR.MK,7,دختر,شهر,7268,7040,228,1390,0,00
1356,IR.MN,7,دختر,شهر,9945,9607,338,1390,2,02
1357,IR.QM,7,دختر,شهر,8607,8268,339,1390,25,25
1358,IR.QZ,7,دختر,شهر,6060,5530,530,1390,26,26
1359,IR.SB,7,دختر,شهر,13974,12613,1361,1390,11,11
1360,IR.SM,7,دختر,شهر,3152,2980,172,1390,20,20
1361,IR.TH,7,دختر,شهر,67448,63962,3486,1390,23,23
1362,IR.WA,7,دختر,شهر,13790,13264,526,1390,4,04
1363,IR.YA,7,دختر,شهر,6930,6424,506,1390,21,21
1364,IR.ZA,7,دختر,شهر,4063,3969,94,1390,19,19
1365,IR.AL,8,دختر,شهر,14115,13561,554,1390,30,30
1366,IR.AR,8,دختر,شهر,5587,5471,116,1390,24,24
1367,IR.BK,8,دختر,شهر,8391,8142,249,1390,5,05
1368,IR.BS,8,دختر,شهر,5086,4779,307,1390,18,18
1369,IR.CM,8,دختر,شهر,3645,3537,108,1390,14,14
1370,IR.EA,8,دختر,شهر,16686,16191,495,1390,3,03
1371,IR.ES,8,دختر,شهر,26511,25395,1116,1390,10,10
1372,IR.FA,8,دختر,شهر,19789,18742,1047,1390,7,07
1373,IR.GI,8,دختر,شهر,8875,8645,230,1390,1,01
1374,IR.GO,8,دختر,شهر,6310,6061,249,1390,27,27
1375,IR.HD,8,دختر,شهر,6264,6062,202,1390,13,13
1376,IR.HG,8,دختر,شهر,6550,6198,352,1390,22,22
1377,IR.IL,8,دختر,شهر,2389,2318,71,1390,16,16
1378,IR.KB,8,دختر,شهر,2698,2636,62,1390,17,17
1379,IR.KD,8,دختر,شهر,6752,6474,278,1390,12,12
1380,IR.KE,8,دختر,شهر,13132,12094,1038,1390,8,08
1381,IR.KJ,8,دختر,شهر,2988,2901,87,1390,29,29
1382,IR.KS,8,دختر,شهر,3190,3117,73,1390,28,28
1383,IR.KV,8,دختر,شهر,32324,31104,1220,1390,9,09
1384,IR.KZ,8,دختر,شهر,24384,23372,1012,1390,6,06
1385,IR.LO,8,دختر,شهر,6924,6666,258,1390,15,15
1386,IR.MK,8,دختر,شهر,7143,6928,215,1390,0,00
1387,IR.MN,8,دختر,شهر,10258,9972,286,1390,2,02
1388,IR.QM,8,دختر,شهر,8305,8042,263,1390,25,25
1389,IR.QZ,8,دختر,شهر,6050,5559,491,1390,26,26
1390,IR.SB,8,دختر,شهر,13606,12427,1179,1390,11,11
1391,IR.SM,8,دختر,شهر,3196,3058,138,1390,20,20
1392,IR.TH,8,دختر,شهر,66957,64036,2921,1390,23,23
1393,IR.WA,8,دختر,شهر,13996,13524,472,1390,4,04
1394,IR.YA,8,دختر,شهر,6944,6500,444,1390,21,21
1395,IR.ZA,8,دختر,شهر,4173,4092,81,1390,19,19
1396,IR.AL,9,دختر,شهر,13457,13014,443,1390,30,30
1397,IR.AR,9,دختر,شهر,5544,5452,92,1390,24,24
1398,IR.BK,9,دختر,شهر,8141,7902,239,1390,5,05
1399,IR.BS,9,دختر,شهر,4876,4615,261,1390,18,18
1400,IR.CM,9,دختر,شهر,3703,3607,96,1390,14,14
1401,IR.EA,9,دختر,شهر,16581,16113,468,1390,3,03
1402,IR.ES,9,دختر,شهر,26080,25181,899,1390,10,10
1403,IR.FA,9,دختر,شهر,19418,18542,876,1390,7,07
1404,IR.GI,9,دختر,شهر,8435,8202,233,1390,1,01
1405,IR.GO,9,دختر,شهر,6374,6157,217,1390,27,27
1406,IR.HD,9,دختر,شهر,6300,6123,177,1390,13,13
1407,IR.HG,9,دختر,شهر,6485,6078,407,1390,22,22
1408,IR.IL,9,دختر,شهر,2293,2220,73,1390,16,16
1409,IR.KB,9,دختر,شهر,2642,2552,90,1390,17,17
1410,IR.KD,9,دختر,شهر,6551,6266,285,1390,12,12
1411,IR.KE,9,دختر,شهر,13196,12251,945,1390,8,08
1412,IR.KJ,9,دختر,شهر,2973,2900,73,1390,29,29
1413,IR.KS,9,دختر,شهر,3246,3176,70,1390,28,28
1414,IR.KV,9,دختر,شهر,32167,31025,1142,1390,9,09
1415,IR.KZ,9,دختر,شهر,23254,22359,895,1390,6,06
1416,IR.LO,9,دختر,شهر,7246,6960,286,1390,15,15
1417,IR.MK,9,دختر,شهر,6887,6717,170,1390,0,00
1418,IR.MN,9,دختر,شهر,10118,9871,247,1390,2,02
1419,IR.QM,9,دختر,شهر,8441,8219,222,1390,25,25
1420,IR.QZ,9,دختر,شهر,5708,5268,440,1390,26,26
1421,IR.SB,9,دختر,شهر,13471,12236,1235,1390,11,11
1422,IR.SM,9,دختر,شهر,3276,3137,139,1390,20,20
1423,IR.TH,9,دختر,شهر,65833,63137,2696,1390,23,23
1424,IR.WA,9,دختر,شهر,14036,13567,469,1390,4,04
1425,IR.YA,9,دختر,شهر,6822,6476,346,1390,21,21
1426,IR.ZA,9,دختر,شهر,3921,3849,72,1390,19,19
1427,IR.AL,10,دختر,شهر,15176,14634,542,1390,30,30
1428,IR.AR,10,دختر,شهر,5770,5655,115,1390,24,24
1429,IR.BK,10,دختر,شهر,8746,8466,280,1390,5,05
1430,IR.BS,10,دختر,شهر,4989,4703,286,1390,18,18
1431,IR.CM,10,دختر,شهر,3865,3783,82,1390,14,14
1432,IR.EA,10,دختر,شهر,18178,17644,534,1390,3,03
1433,IR.ES,10,دختر,شهر,28498,27540,958,1390,10,10
1434,IR.FA,10,دختر,شهر,21712,20638,1074,1390,7,07
1435,IR.GI,10,دختر,شهر,10174,9884,290,1390,1,01
1436,IR.GO,10,دختر,شهر,6531,6324,207,1390,27,27
1437,IR.HD,10,دختر,شهر,6910,6707,203,1390,13,13
1438,IR.HG,10,دختر,شهر,6275,5890,385,1390,22,22
1439,IR.IL,10,دختر,شهر,2380,2307,73,1390,16,16
1440,IR.KB,10,دختر,شهر,2670,2598,72,1390,17,17
1441,IR.KD,10,دختر,شهر,6825,6583,242,1390,12,12
1442,IR.KE,10,دختر,شهر,13707,12653,1054,1390,8,08
1443,IR.KJ,10,دختر,شهر,3025,2968,57,1390,29,29
1444,IR.KS,10,دختر,شهر,3336,3247,89,1390,28,28
1445,IR.KV,10,دختر,شهر,33654,32461,1193,1390,9,09
1446,IR.KZ,10,دختر,شهر,24917,23961,956,1390,6,06
1447,IR.LO,10,دختر,شهر,7590,7315,275,1390,15,15
1448,IR.MK,10,دختر,شهر,7187,7004,183,1390,0,00
1449,IR.MN,10,دختر,شهر,11927,11536,391,1390,2,02
1450,IR.QM,10,دختر,شهر,8699,8447,252,1390,25,25
1451,IR.QZ,10,دختر,شهر,6293,5777,516,1390,26,26
1452,IR.SB,10,دختر,شهر,12480,11389,1091,1390,11,11
1453,IR.SM,10,دختر,شهر,3399,3207,192,1390,20,20
1454,IR.TH,10,دختر,شهر,77243,73798,3445,1390,23,23
1455,IR.WA,10,دختر,شهر,15473,14851,622,1390,4,04
1456,IR.YA,10,دختر,شهر,6727,6337,390,1390,21,21
1457,IR.ZA,10,دختر,شهر,4598,4498,100,1390,19,19
1458,IR.AL,11,دختر,شهر,14121,13693,428,1390,30,30
1459,IR.AR,11,دختر,شهر,5820,5685,135,1390,24,24
1460,IR.BK,11,دختر,شهر,8524,8216,308,1390,5,05
1461,IR.BS,11,دختر,شهر,4720,4456,264,1390,18,18
1462,IR.CM,11,دختر,شهر,3842,3752,90,1390,14,14
1463,IR.EA,11,دختر,شهر,17246,16747,499,1390,3,03
1464,IR.ES,11,دختر,شهر,28368,27396,972,1390,10,10
1465,IR.FA,11,دختر,شهر,21876,20894,982,1390,7,07
1466,IR.GI,11,دختر,شهر,9996,9746,250,1390,1,01
1467,IR.GO,11,دختر,شهر,6721,6481,240,1390,27,27
1468,IR.HD,11,دختر,شهر,7172,6996,176,1390,13,13
1469,IR.HG,11,دختر,شهر,5726,5414,312,1390,22,22
1470,IR.IL,11,دختر,شهر,2359,2294,65,1390,16,16
1471,IR.KB,11,دختر,شهر,2524,2464,60,1390,17,17
1472,IR.KD,11,دختر,شهر,6751,6396,355,1390,12,12
1473,IR.KE,11,دختر,شهر,13137,12332,805,1390,8,08
1474,IR.KJ,11,دختر,شهر,3521,3439,82,1390,29,29
1475,IR.KS,11,دختر,شهر,3610,3540,70,1390,28,28
1476,IR.KV,11,دختر,شهر,34324,33049,1275,1390,9,09
1477,IR.KZ,11,دختر,شهر,24097,23086,1011,1390,6,06
1478,IR.LO,11,دختر,شهر,7321,7061,260,1390,15,15
1479,IR.MK,11,دختر,شهر,7337,7158,179,1390,0,00
1480,IR.MN,11,دختر,شهر,11458,11140,318,1390,2,02
1481,IR.QM,11,دختر,شهر,8150,7931,219,1390,25,25
1482,IR.QZ,11,دختر,شهر,5898,5424,474,1390,26,26
1483,IR.SB,11,دختر,شهر,12579,11036,1543,1390,11,11
1484,IR.SM,11,دختر,شهر,3374,3199,175,1390,20,20
1485,IR.TH,11,دختر,شهر,72216,69565,2651,1390,23,23
1486,IR.WA,11,دختر,شهر,14717,14116,601,1390,4,04
1487,IR.YA,11,دختر,شهر,6603,6210,393,1390,21,21
1488,IR.ZA,11,دختر,شهر,4278,4207,71,1390,19,19
1489,IR.AL,12,دختر,شهر,14255,13777,478,1390,30,30
1490,IR.AR,12,دختر,شهر,6028,5871,157,1390,24,24
1491,IR.BK,12,دختر,شهر,8989,8648,341,1390,5,05
1492,IR.BS,12,دختر,شهر,4917,4612,305,1390,18,18
1493,IR.CM,12,دختر,شهر,3872,3780,92,1390,14,14
1494,IR.EA,12,دختر,شهر,17260,16732,528,1390,3,03
1495,IR.ES,12,دختر,شهر,28284,27208,1076,1390,10,10
1496,IR.FA,12,دختر,شهر,22537,21343,1194,1390,7,07
1497,IR.GI,12,دختر,شهر,9968,9707,261,1390,1,01
1498,IR.GO,12,دختر,شهر,6953,6623,330,1390,27,27
1499,IR.HD,12,دختر,شهر,7467,7274,193,1390,13,13
1500,IR.HG,12,دختر,شهر,6261,5881,380,1390,22,22
1501,IR.IL,12,دختر,شهر,2395,2325,70,1390,16,16
1502,IR.KB,12,دختر,شهر,2731,2664,67,1390,17,17
1503,IR.KD,12,دختر,شهر,6961,6528,433,1390,12,12
1504,IR.KE,12,دختر,شهر,14116,13091,1025,1390,8,08
1505,IR.KJ,12,دختر,شهر,3671,3555,116,1390,29,29
1506,IR.KS,12,دختر,شهر,3854,3738,116,1390,28,28
1507,IR.KV,12,دختر,شهر,34885,33116,1769,1390,9,09
1508,IR.KZ,12,دختر,شهر,24459,23092,1367,1390,6,06
1509,IR.LO,12,دختر,شهر,7782,7503,279,1390,15,15
1510,IR.MK,12,دختر,شهر,7493,7282,211,1390,0,00
1511,IR.MN,12,دختر,شهر,11285,11002,283,1390,2,02
1512,IR.QM,12,دختر,شهر,8476,8157,319,1390,25,25
1513,IR.QZ,12,دختر,شهر,6055,5571,484,1390,26,26
1514,IR.SB,12,دختر,شهر,12650,10461,2189,1390,11,11
1515,IR.SM,12,دختر,شهر,3419,3257,162,1390,20,20
1516,IR.TH,12,دختر,شهر,72657,69692,2965,1390,23,23
1517,IR.WA,12,دختر,شهر,15089,14206,883,1390,4,04
1518,IR.YA,12,دختر,شهر,6739,6265,474,1390,21,21
1519,IR.ZA,12,دختر,شهر,4389,4304,85,1390,19,19
1520,IR.AL,13,دختر,شهر,14429,13884,545,1390,30,30
1521,IR.AR,13,دختر,شهر,5981,5754,227,1390,24,24
1522,IR.BK,13,دختر,شهر,9530,9027,503,1390,5,05
1523,IR.BS,13,دختر,شهر,4833,4473,360,1390,18,18
1524,IR.CM,13,دختر,شهر,3963,3840,123,1390,14,14
1525,IR.EA,13,دختر,شهر,17234,16521,713,1390,3,03
1526,IR.ES,13,دختر,شهر,28009,26807,1202,1390,10,10
1527,IR.FA,13,دختر,شهر,21692,20456,1236,1390,7,07
1528,IR.GI,13,دختر,شهر,9946,9644,302,1390,1,01
1529,IR.GO,13,دختر,شهر,6956,6511,445,1390,27,27
1530,IR.HD,13,دختر,شهر,7480,7196,284,1390,13,13
1531,IR.HG,13,دختر,شهر,6047,5619,428,1390,22,22
1532,IR.IL,13,دختر,شهر,2365,2299,66,1390,16,16
1533,IR.KB,13,دختر,شهر,2738,2653,85,1390,17,17
1534,IR.KD,13,دختر,شهر,7246,6669,577,1390,12,12
1535,IR.KE,13,دختر,شهر,13641,12482,1159,1390,8,08
1536,IR.KJ,13,دختر,شهر,3459,3324,135,1390,29,29
1537,IR.KS,13,دختر,شهر,3824,3675,149,1390,28,28
1538,IR.KV,13,دختر,شهر,34274,31949,2325,1390,9,09
1539,IR.KZ,13,دختر,شهر,24851,23037,1814,1390,6,06
1540,IR.LO,13,دختر,شهر,7825,7450,375,1390,15,15
1541,IR.MK,13,دختر,شهر,7641,7382,259,1390,0,00
1542,IR.MN,13,دختر,شهر,10912,10560,352,1390,2,02
1543,IR.QM,13,دختر,شهر,8382,7891,491,1390,25,25
1544,IR.QZ,13,دختر,شهر,5974,5443,531,1390,26,26
1545,IR.SB,13,دختر,شهر,12532,9886,2646,1390,11,11
1546,IR.SM,13,دختر,شهر,3243,3047,196,1390,20,20
1547,IR.TH,13,دختر,شهر,71016,67951,3065,1390,23,23
1548,IR.WA,13,دختر,شهر,15223,14056,1167,1390,4,04
1549,IR.YA,13,دختر,شهر,6360,5872,488,1390,21,21
1550,IR.ZA,13,دختر,شهر,4324,4238,86,1390,19,19
1551,IR.AL,14,دختر,شهر,14351,13494,857,1390,30,30
1552,IR.AR,14,دختر,شهر,6348,5900,448,1390,24,24
1553,IR.BK,14,دختر,شهر,10139,9303,836,1390,5,05
1554,IR.BS,14,دختر,شهر,4756,4299,457,1390,18,18
1555,IR.CM,14,دختر,شهر,4113,3957,156,1390,14,14
1556,IR.EA,14,دختر,شهر,17270,16116,1154,1390,3,03
1557,IR.ES,14,دختر,شهر,27861,26219,1642,1390,10,10
1558,IR.FA,14,دختر,شهر,21993,20424,1569,1390,7,07
1559,IR.GI,14,دختر,شهر,10431,9898,533,1390,1,01
1560,IR.GO,14,دختر,شهر,6878,6165,713,1390,27,27
1561,IR.HD,14,دختر,شهر,7846,7363,483,1390,13,13
1562,IR.HG,14,دختر,شهر,6228,5588,640,1390,22,22
1563,IR.IL,14,دختر,شهر,2582,2491,91,1390,16,16
1564,IR.KB,14,دختر,شهر,2952,2821,131,1390,17,17
1565,IR.KD,14,دختر,شهر,7632,6688,944,1390,12,12
1566,IR.KE,14,دختر,شهر,14221,12923,1298,1390,8,08
1567,IR.KJ,14,دختر,شهر,3744,3579,165,1390,29,29
1568,IR.KS,14,دختر,شهر,4176,3925,251,1390,28,28
1569,IR.KV,14,دختر,شهر,35356,31392,3964,1390,9,09
1570,IR.KZ,14,دختر,شهر,24519,21727,2792,1390,6,06
1571,IR.LO,14,دختر,شهر,8267,7702,565,1390,15,15
1572,IR.MK,14,دختر,شهر,7544,7097,447,1390,0,00
1573,IR.MN,14,دختر,شهر,11015,10538,477,1390,2,02
1574,IR.QM,14,دختر,شهر,8349,7561,788,1390,25,25
1575,IR.QZ,14,دختر,شهر,6136,5465,671,1390,26,26
1576,IR.SB,14,دختر,شهر,12055,8655,3400,1390,11,11
1577,IR.SM,14,دختر,شهر,3304,3104,200,1390,20,20
1578,IR.TH,14,دختر,شهر,70741,66353,4388,1390,23,23
1579,IR.WA,14,دختر,شهر,15674,13659,2015,1390,4,04
1580,IR.YA,14,دختر,شهر,6272,5732,540,1390,21,21
1581,IR.ZA,14,دختر,شهر,4740,4539,201,1390,19,19
1582,IR.AL,15,دختر,شهر,14217,12691,1526,1390,30,30
1583,IR.AR,15,دختر,شهر,6495,5636,859,1390,24,24
1584,IR.BK,15,دختر,شهر,10346,8881,1465,1390,5,05
1585,IR.BS,15,دختر,شهر,4884,4265,619,1390,18,18
1586,IR.CM,15,دختر,شهر,4052,3776,276,1390,14,14
1587,IR.EA,15,دختر,شهر,17020,14989,2031,1390,3,03
1588,IR.ES,15,دختر,شهر,27717,25071,2646,1390,10,10
1589,IR.FA,15,دختر,شهر,22567,20048,2519,1390,7,07
1590,IR.GI,15,دختر,شهر,10536,9731,805,1390,1,01
1591,IR.GO,15,دختر,شهر,7154,6025,1129,1390,27,27
1592,IR.HD,15,دختر,شهر,8205,7298,907,1390,13,13
1593,IR.HG,15,دختر,شهر,6459,5581,878,1390,22,22
1594,IR.IL,15,دختر,شهر,2643,2452,191,1390,16,16
1595,IR.KB,15,دختر,شهر,3172,2934,238,1390,17,17
1596,IR.KD,15,دختر,شهر,8126,6509,1617,1390,12,12
1597,IR.KE,15,دختر,شهر,15210,13229,1981,1390,8,08
1598,IR.KJ,15,دختر,شهر,3490,3230,260,1390,29,29
1599,IR.KS,15,دختر,شهر,4234,3861,373,1390,28,28
1600,IR.KV,15,دختر,شهر,34959,28617,6342,1390,9,09
1601,IR.KZ,15,دختر,شهر,25412,21278,4134,1390,6,06
1602,IR.LO,15,دختر,شهر,8831,7740,1091,1390,15,15
1603,IR.MK,15,دختر,شهر,7520,6806,714,1390,0,00
1604,IR.MN,15,دختر,شهر,11082,10234,848,1390,2,02
1605,IR.QM,15,دختر,شهر,8601,7170,1431,1390,25,25
1606,IR.QZ,15,دختر,شهر,6331,5248,1083,1390,26,26
1607,IR.SB,15,دختر,شهر,11718,7557,4161,1390,11,11
1608,IR.SM,15,دختر,شهر,3296,2914,382,1390,20,20
1609,IR.TH,15,دختر,شهر,71756,64273,7483,1390,23,23
1610,IR.WA,15,دختر,شهر,14831,11958,2873,1390,4,04
1611,IR.YA,15,دختر,شهر,6246,5408,838,1390,21,21
1612,IR.ZA,15,دختر,شهر,4615,4214,401,1390,19,19
1613,IR.AL,16,دختر,شهر,15130,12848,2282,1390,30,30
1614,IR.AR,16,دختر,شهر,7189,5868,1321,1390,24,24
1615,IR.BK,16,دختر,شهر,11976,9543,2433,1390,5,05
1616,IR.BS,16,دختر,شهر,5209,4275,934,1390,18,18
1617,IR.CM,16,دختر,شهر,4292,3816,476,1390,14,14
1618,IR.EA,16,دختر,شهر,17890,14773,3117,1390,3,03
1619,IR.ES,16,دختر,شهر,29027,25420,3607,1390,10,10
1620,IR.FA,16,دختر,شهر,24357,20977,3380,1390,7,07
1621,IR.GI,16,دختر,شهر,10986,9693,1293,1390,1,01
1622,IR.GO,16,دختر,شهر,7784,6254,1530,1390,27,27
1623,IR.HD,16,دختر,شهر,8612,7117,1495,1390,13,13
1624,IR.HG,16,دختر,شهر,6600,5384,1216,1390,22,22
1625,IR.IL,16,دختر,شهر,2969,2666,303,1390,16,16
1626,IR.KB,16,دختر,شهر,3425,3054,371,1390,17,17
1627,IR.KD,16,دختر,شهر,8969,6561,2408,1390,12,12
1628,IR.KE,16,دختر,شهر,14988,12645,2343,1390,8,08
1629,IR.KJ,16,دختر,شهر,3573,3241,332,1390,29,29
1630,IR.KS,16,دختر,شهر,4588,4010,578,1390,28,28
1631,IR.KV,16,دختر,شهر,36270,27893,8377,1390,9,09
1632,IR.KZ,16,دختر,شهر,28571,22145,6426,1390,6,06
1633,IR.LO,16,دختر,شهر,9707,8059,1648,1390,15,15
1634,IR.MK,16,دختر,شهر,8155,6960,1195,1390,0,00
1635,IR.MN,16,دختر,شهر,11573,10409,1164,1390,2,02
1636,IR.QM,16,دختر,شهر,8897,6889,2008,1390,25,25
1637,IR.QZ,16,دختر,شهر,7006,5487,1519,1390,26,26
1638,IR.SB,16,دختر,شهر,12571,7527,5044,1390,11,11
1639,IR.SM,16,دختر,شهر,3440,2972,468,1390,20,20
1640,IR.TH,16,دختر,شهر,73736,62806,10930,1390,23,23
1641,IR.WA,16,دختر,شهر,16317,12040,4277,1390,4,04
1642,IR.YA,16,دختر,شهر,6289,5242,1047,1390,21,21
1643,IR.ZA,16,دختر,شهر,4997,4298,699,1390,19,19
1644,IR.AL,17,دختر,شهر,16344,11564,4780,1390,30,30
