,Code,age,sex,settlement,population.total,population.ed,population.not.ed,year,addressCod,addressCode
2420,IR.AR,14,دختر,غ?رساکن,0,0,0,1390,24,24
2421,IR.BK,14,دختر,غ?رساکن,29,3,26,1390,5,05
2422,IR.BS,14,دختر,غ?رساکن,21,9,12,1390,18,18
2423,IR.CM,14,دختر,غ?رساکن,19,0,19,1390,14,14
2424,IR.EA,14,دختر,غ?رساکن,0,0,0,1390,3,03
2425,IR.ES,14,دختر,غ?رساکن,2,0,2,1390,10,10
2426,IR.FA,14,دختر,غ?رساکن,104,40,64,1390,7,07
2427,IR.GI,14,دختر,غ?رساکن,0,0,0,1390,1,01
2428,IR.GO,14,دختر,غ?رساکن,8,1,7,1390,27,27
2429,IR.HD,14,دختر,غ?رساکن,12,1,11,1390,13,13
2430,IR.HG,14,دختر,غ?رساکن,30,9,21,1390,22,22
2431,IR.IL,14,دختر,غ?رساکن,18,4,14,1390,16,16
2432,IR.KB,14,دختر,غ?رساکن,17,8,9,1390,17,17
2433,IR.KD,14,دختر,غ?رساکن,0,0,0,1390,12,12
2434,IR.KE,14,دختر,غ?رساکن,65,43,22,1390,8,08
2435,IR.KJ,14,دختر,غ?رساکن,3,1,2,1390,29,29
2436,IR.KS,14,دختر,غ?رساکن,16,3,13,1390,28,28
2437,IR.KV,14,دختر,غ?رساکن,9,0,9,1390,9,09
2438,IR.KZ,14,دختر,غ?رساکن,161,34,127,1390,6,06
2439,IR.LO,14,دختر,غ?رساکن,8,1,7,1390,15,15
2440,IR.MK,14,دختر,غ?رساکن,0,0,0,1390,0,00
2441,IR.MN,14,دختر,غ?رساکن,0,0,0,1390,2,02
2442,IR.QM,14,دختر,غ?رساکن,0,0,0,1390,25,25
2443,IR.QZ,14,دختر,غ?رساکن,4,1,3,1390,26,26
2444,IR.SB,14,دختر,غ?رساکن,34,2,32,1390,11,11
2445,IR.SM,14,دختر,غ?رساکن,0,0,0,1390,20,20
2446,IR.TH,14,دختر,غ?رساکن,0,0,0,1390,23,23
2447,IR.WA,14,دختر,غ?رساکن,0,0,0,1390,4,04
2448,IR.YA,14,دختر,غ?رساکن,0,0,0,1390,21,21
2449,IR.ZA,14,دختر,غ?رساکن,0,0,0,1390,19,19
2450,IR.AL,15,دختر,غ?رساکن,0,0,0,1390,30,30
2451,IR.AR,15,دختر,غ?رساکن,0,0,0,1390,24,24
2452,IR.BK,15,دختر,غ?رساکن,36,0,36,1390,5,05
2453,IR.BS,15,دختر,غ?رساکن,28,12,16,1390,18,18
2454,IR.CM,15,دختر,غ?رساکن,14,0,14,1390,14,14
2455,IR.EA,15,دختر,غ?رساکن,0,0,0,1390,3,03
2456,IR.ES,15,دختر,غ?رساکن,0,0,0,1390,10,10
2457,IR.FA,15,دختر,غ?رساکن,138,39,99,1390,7,07
2458,IR.GI,15,دختر,غ?رساکن,0,0,0,1390,1,01
2459,IR.GO,15,دختر,غ?رساکن,10,1,9,1390,27,27
2460,IR.HD,15,دختر,غ?رساکن,7,0,7,1390,13,13
2461,IR.HG,15,دختر,غ?رساکن,42,8,34,1390,22,22
2462,IR.IL,15,دختر,غ?رساکن,11,3,8,1390,16,16
2463,IR.KB,15,دختر,غ?رساکن,13,6,7,1390,17,17
2464,IR.KD,15,دختر,غ?رساکن,0,0,0,1390,12,12
2465,IR.KE,15,دختر,غ?رساکن,57,34,23,1390,8,08
2466,IR.KJ,15,دختر,غ?رساکن,1,0,1,1390,29,29
2467,IR.KS,15,دختر,غ?رساکن,25,2,23,1390,28,28
2468,IR.KV,15,دختر,غ?رساکن,15,0,15,1390,9,09
2469,IR.KZ,15,دختر,غ?رساکن,173,29,144,1390,6,06
2470,IR.LO,15,دختر,غ?رساکن,14,1,13,1390,15,15
2471,IR.MK,15,دختر,غ?رساکن,0,0,0,1390,0,00
2472,IR.MN,15,دختر,غ?رساکن,0,0,0,1390,2,02
2473,IR.QM,15,دختر,غ?رساکن,0,0,0,1390,25,25
2474,IR.QZ,15,دختر,غ?رساکن,0,0,0,1390,26,26
2475,IR.SB,15,دختر,غ?رساکن,43,2,41,1390,11,11
2476,IR.SM,15,دختر,غ?رساکن,0,0,0,1390,20,20
2477,IR.TH,15,دختر,غ?رساکن,0,0,0,1390,23,23
2478,IR.WA,15,دختر,غ?رساکن,0,0,0,1390,4,04
2479,IR.YA,15,دختر,غ?رساکن,0,0,0,1390,21,21
2480,IR.ZA,15,دختر,غ?رساکن,0,0,0,1390,19,19
2481,IR.AL,16,دختر,غ?رساکن,0,0,0,1390,30,30
2482,IR.AR,16,دختر,غ?رساکن,0,0,0,1390,24,24
2483,IR.BK,16,دختر,غ?رساکن,43,3,40,1390,5,05
2484,IR.BS,16,دختر,غ?رساکن,28,11,17,1390,18,18
2485,IR.CM,16,دختر,غ?رساکن,13,1,12,1390,14,14
2486,IR.EA,16,دختر,غ?رساکن,0,0,0,1390,3,03
2487,IR.ES,16,دختر,غ?رساکن,0,0,0,1390,10,10
2488,IR.FA,16,دختر,غ?رساکن,153,29,124,1390,7,07
2489,IR.GI,16,دختر,غ?رساکن,0,0,0,1390,1,01
2490,IR.GO,16,دختر,غ?رساکن,8,0,8,1390,27,27
2491,IR.HD,16,دختر,غ?رساکن,8,1,7,1390,13,13
2492,IR.HG,16,دختر,غ?رساکن,29,4,25,1390,22,22
2493,IR.IL,16,دختر,غ?رساکن,19,3,16,1390,16,16
2494,IR.KB,16,دختر,غ?رساکن,14,7,7,1390,17,17
2495,IR.KD,16,دختر,غ?رساکن,0,0,0,1390,12,12
2496,IR.KE,16,دختر,غ?رساکن,62,32,30,1390,8,08
2497,IR.KJ,16,دختر,غ?رساکن,1,0,1,1390,29,29
2498,IR.KS,16,دختر,غ?رساکن,25,0,25,1390,28,28
2499,IR.KV,16,دختر,غ?رساکن,12,1,11,1390,9,09
2500,IR.KZ,16,دختر,غ?رساکن,175,25,150,1390,6,06
2501,IR.LO,16,دختر,غ?رساکن,9,4,5,1390,15,15
2502,IR.MK,16,دختر,غ?رساکن,0,0,0,1390,0,00
2503,IR.MN,16,دختر,غ?رساکن,0,0,0,1390,2,02
2504,IR.QM,16,دختر,غ?رساکن,0,0,0,1390,25,25
2505,IR.QZ,16,دختر,غ?رساکن,3,2,1,1390,26,26
2506,IR.SB,16,دختر,غ?رساکن,31,2,29,1390,11,11
2507,IR.SM,16,دختر,غ?رساکن,0,0,0,1390,20,20
2508,IR.TH,16,دختر,غ?رساکن,0,0,0,1390,23,23
2509,IR.WA,16,دختر,غ?رساکن,0,0,0,1390,4,04
2510,IR.YA,16,دختر,غ?رساکن,0,0,0,1390,21,21
2511,IR.ZA,16,دختر,غ?رساکن,0,0,0,1390,19,19
2512,IR.AL,17,دختر,غ?رساکن,0,0,0,1390,30,30
2513,IR.AR,17,دختر,غ?رساکن,0,0,0,1390,24,24
2514,IR.BK,17,دختر,غ?رساکن,34,2,32,1390,5,05
2515,IR.BS,17,دختر,غ?رساکن,27,3,24,1390,18,18
2516,IR.CM,17,دختر,غ?رساکن,19,0,19,1390,14,14
2517,IR.EA,17,دختر,غ?رساکن,0,0,0,1390,3,03
2518,IR.ES,17,دختر,غ?رساکن,0,0,0,1390,10,10
2519,IR.FA,17,دختر,غ?رساکن,153,13,140,1390,7,07
2520,IR.GI,17,دختر,غ?رساکن,0,0,0,1390,1,01
2521,IR.GO,17,دختر,غ?رساکن,3,0,3,1390,27,27
2522,IR.HD,17,دختر,غ?رساکن,12,0,12,1390,13,13
2523,IR.HG,17,دختر,غ?رساکن,47,6,41,1390,22,22
2524,IR.IL,17,دختر,غ?رساکن,15,1,14,1390,16,16
2525,IR.KB,17,دختر,غ?رساکن,17,5,12,1390,17,17
2526,IR.KD,17,دختر,غ?رساکن,0,0,0,1390,12,12
2527,IR.KE,17,دختر,غ?رساکن,66,32,34,1390,8,08
2528,IR.KJ,17,دختر,غ?رساکن,0,0,0,1390,29,29
2529,IR.KS,17,دختر,غ?رساکن,20,2,18,1390,28,28
2530,IR.KV,17,دختر,غ?رساکن,9,0,9,1390,9,09
2531,IR.KZ,17,دختر,غ?رساکن,149,14,135,1390,6,06
2532,IR.LO,17,دختر,غ?رساکن,8,1,7,1390,15,15
2533,IR.MK,17,دختر,غ?رساکن,0,0,0,1390,0,00
2534,IR.MN,17,دختر,غ?رساکن,0,0,0,1390,2,02
2535,IR.QM,17,دختر,غ?رساکن,0,0,0,1390,25,25
2536,IR.QZ,17,دختر,غ?رساکن,3,3,0,1390,26,26
2537,IR.SB,17,دختر,غ?رساکن,32,2,30,1390,11,11
2538,IR.SM,17,دختر,غ?رساکن,0,0,0,1390,20,20
2539,IR.TH,17,دختر,غ?رساکن,0,0,0,1390,23,23
2540,IR.WA,17,دختر,غ?رساکن,0,0,0,1390,4,04
2541,IR.YA,17,دختر,غ?رساکن,0,0,0,1390,21,21
2542,IR.ZA,17,دختر,غ?رساکن,0,0,0,1390,19,19
2543,IR.AL,18,دختر,غ?رساکن,0,0,0,1390,30,30
2544,IR.AR,18,دختر,غ?رساکن,0,0,0,1390,24,24
2545,IR.BK,18,دختر,غ?رساکن,40,0,40,1390,5,05
2546,IR.BS,18,دختر,غ?رساکن,25,2,23,1390,18,18
2547,IR.CM,18,دختر,غ?رساکن,14,0,14,1390,14,14
2548,IR.EA,18,دختر,غ?رساکن,0,0,0,1390,3,03
2549,IR.ES,18,دختر,غ?رساکن,0,0,0,1390,10,10
2550,IR.FA,18,دختر,غ?رساکن,160,10,150,1390,7,07
2551,IR.GI,18,دختر,غ?رساکن,0,0,0,1390,1,01
2552,IR.GO,18,دختر,غ?رساکن,9,0,9,1390,27,27
2553,IR.HD,18,دختر,غ?رساکن,12,1,11,1390,13,13
2554,IR.HG,18,دختر,غ?رساکن,34,3,31,1390,22,22
2555,IR.IL,18,دختر,غ?رساکن,15,2,13,1390,16,16
2556,IR.KB,18,دختر,غ?رساکن,16,5,11,1390,17,17
2557,IR.KD,18,دختر,غ?رساکن,0,0,0,1390,12,12
2558,IR.KE,18,دختر,غ?رساکن,98,22,76,1390,8,08
2559,IR.KJ,18,دختر,غ?رساکن,2,0,2,1390,29,29
2560,IR.KS,18,دختر,غ?رساکن,29,1,28,1390,28,28
2561,IR.KV,18,دختر,غ?رساکن,19,0,19,1390,9,09
2562,IR.KZ,18,دختر,غ?رساکن,168,11,157,1390,6,06
2563,IR.LO,18,دختر,غ?رساکن,13,0,13,1390,15,15
2564,IR.MK,18,دختر,غ?رساکن,0,0,0,1390,0,00
2565,IR.MN,18,دختر,غ?رساکن,0,0,0,1390,2,02
2566,IR.QM,18,دختر,غ?رساکن,0,0,0,1390,25,25
2567,IR.QZ,18,دختر,غ?رساکن,7,4,3,1390,26,26
2568,IR.SB,18,دختر,غ?رساکن,47,2,45,1390,11,11
2569,IR.SM,18,دختر,غ?رساکن,0,0,0,1390,20,20
2570,IR.TH,18,دختر,غ?رساکن,0,0,0,1390,23,23
2571,IR.WA,18,دختر,غ?رساکن,0,0,0,1390,4,04
2572,IR.YA,18,دختر,غ?رساکن,0,0,0,1390,21,21
2573,IR.ZA,18,دختر,غ?رساکن,0,0,0,1390,19,19
2574,IR.AL,19,دختر,غ?رساکن,0,0,0,1390,30,30
2575,IR.AR,19,دختر,غ?رساکن,0,0,0,1390,24,24
2576,IR.BK,19,دختر,غ?رساکن,29,0,29,1390,5,05
2577,IR.BS,19,دختر,غ?رساکن,25,0,25,1390,18,18
2578,IR.CM,19,دختر,غ?رساکن,11,0,11,1390,14,14
2579,IR.EA,19,دختر,غ?رساکن,0,0,0,1390,3,03
2580,IR.ES,19,دختر,غ?رساکن,2,0,2,1390,10,10
2581,IR.FA,19,دختر,غ?رساکن,168,15,153,1390,7,07
2582,IR.GI,19,دختر,غ?رساکن,0,0,0,1390,1,01
2583,IR.GO,19,دختر,غ?رساکن,6,0,6,1390,27,27
2584,IR.HD,19,دختر,غ?رساکن,9,0,9,1390,13,13
2585,IR.HG,19,دختر,غ?رساکن,40,3,37,1390,22,22
2586,IR.IL,19,دختر,غ?رساکن,20,2,18,1390,16,16
2587,IR.KB,19,دختر,غ?رساکن,18,4,14,1390,17,17
2588,IR.KD,19,دختر,غ?رساکن,0,0,0,1390,12,12
2589,IR.KE,19,دختر,غ?رساکن,86,27,59,1390,8,08
2590,IR.KJ,19,دختر,غ?رساکن,0,0,0,1390,29,29
2591,IR.KS,19,دختر,غ?رساکن,22,0,22,1390,28,28
2592,IR.KV,19,دختر,غ?رساکن,8,0,8,1390,9,09
2593,IR.KZ,19,دختر,غ?رساکن,120,4,116,1390,6,06
2594,IR.LO,19,دختر,غ?رساکن,12,2,10,1390,15,15
2595,IR.MK,19,دختر,غ?رساکن,0,0,0,1390,0,00
2596,IR.MN,19,دختر,غ?رساکن,0,0,0,1390,2,02
2597,IR.QM,19,دختر,غ?رساکن,0,0,0,1390,25,25
2598,IR.QZ,19,دختر,غ?رساکن,8,4,4,1390,26,26
2599,IR.SB,19,دختر,غ?رساکن,25,0,25,1390,11,11
2600,IR.SM,19,دختر,غ?رساکن,0,0,0,1390,20,20
2601,IR.TH,19,دختر,غ?رساکن,0,0,0,1390,23,23
2602,IR.WA,19,دختر,غ?رساکن,0,0,0,1390,4,04
2603,IR.YA,19,دختر,غ?رساکن,0,0,0,1390,21,21
2604,IR.ZA,19,دختر,غ?رساکن,0,0,0,1390,19,19
