"","age","sex","settlement","year","province","populationtotal","populationnoted","populationed"
"1042","15 ساله","پسر","شهر",1390,"خوزستان",26578,3322,23256
"1043","16 ساله","پسر","شهر",1390,"خوزستان",29541,5375,24166
"1044","17 ساله","پسر","شهر",1390,"خوزستان",31232,9818,21414
"1045","18 ساله","پسر","شهر",1390,"خوزستان",33095,15218,17877
"1046","19 ساله","پسر","شهر",1390,"خوزستان",33677,17462,16215
"1047","6 ساله","پسر","شهر",1390,"خوزستان",26578,6211,20367
"1048","7 ساله","پسر","شهر",1390,"خوزستان",25205,1200,24005
"1049","8 ساله","پسر","شهر",1390,"خوزستان",25394,1092,24302
"1050","9 ساله","پسر","شهر",1390,"خوزستان",24913,1011,23902
"1051","10 ساله","دختر","شهر",1390,"خوزستان",24917,956,23961
"1052","11 ساله","دختر","شهر",1390,"خوزستان",24097,1011,23086
"1053","12 ساله","دختر","شهر",1390,"خوزستان",24459,1367,23092
"1054","13 ساله","دختر","شهر",1390,"خوزستان",24851,1814,23037
"1055","14 ساله","دختر","شهر",1390,"خوزستان",24519,2792,21727
"1056","15 ساله","دختر","شهر",1390,"خوزستان",25412,4134,21278
"1057","16 ساله","دختر","شهر",1390,"خوزستان",28571,6426,22145
"1058","17 ساله","دختر","شهر",1390,"خوزستان",30656,10813,19843
"1059","18 ساله","دختر","شهر",1390,"خوزستان",33162,18514,14648
"1060","19 ساله","دختر","شهر",1390,"خوزستان",35366,19699,15667
"1061","6 ساله","دختر","شهر",1390,"خوزستان",25436,6057,19379
"1062","7 ساله","دختر","شهر",1390,"خوزستان",23873,1054,22819
"1063","8 ساله","دختر","شهر",1390,"خوزستان",24384,1012,23372
"1064","9 ساله","دختر","شهر",1390,"خوزستان",23254,895,22359
"1065","10 ساله","پسر","غیرساکن",1390,"خوزستان",145,31,114
"1066","11 ساله","پسر","غیرساکن",1390,"خوزستان",135,36,99
"1067","12 ساله","پسر","غیرساکن",1390,"خوزستان",153,56,97
"1068","13 ساله","پسر","غیرساکن",1390,"خوزستان",162,82,80
"1069","14 ساله","پسر","غیرساکن",1390,"خوزستان",184,93,91
"1070","15 ساله","پسر","غیرساکن",1390,"خوزستان",183,111,72
"1071","16 ساله","پسر","غیرساکن",1390,"خوزستان",172,109,63
"1072","17 ساله","پسر","غیرساکن",1390,"خوزستان",179,139,40
"1073","18 ساله","پسر","غیرساکن",1390,"خوزستان",182,157,25
"1074","19 ساله","پسر","غیرساکن",1390,"خوزستان",143,129,14
"1075","6 ساله","پسر","غیرساکن",1390,"خوزستان",136,60,76
"1076","7 ساله","پسر","غیرساکن",1390,"خوزستان",155,31,124
"1077","8 ساله","پسر","غیرساکن",1390,"خوزستان",137,20,117
"1078","9 ساله","پسر","غیرساکن",1390,"خوزستان",150,23,127
"1079","10 ساله","دختر","غیرساکن",1390,"خوزستان",121,37,84
"1080","11 ساله","دختر","غیرساکن",1390,"خوزستان",139,59,80
"1081","12 ساله","دختر","غیرساکن",1390,"خوزستان",131,72,59
"1082","13 ساله","دختر","غیرساکن",1390,"خوزستان",138,88,50
"1083","14 ساله","دختر","غیرساکن",1390,"خوزستان",161,127,34
"1084","15 ساله","دختر","غیرساکن",1390,"خوزستان",173,144,29
"1085","16 ساله","دختر","غیرساکن",1390,"خوزستان",175,150,25
"1086","17 ساله","دختر","غیرساکن",1390,"خوزستان",149,135,14
"1087","18 ساله","دختر","غیرساکن",1390,"خوزستان",168,157,11
"1088","19 ساله","دختر","غیرساکن",1390,"خوزستان",120,116,4
"1089","6 ساله","دختر","غیرساکن",1390,"خوزستان",114,48,66
"1090","7 ساله","دختر","غیرساکن",1390,"خوزستان",124,32,92
"1091","8 ساله","دختر","غیرساکن",1390,"خوزستان",152,32,120
"1092","9 ساله","دختر","غیرساکن",1390,"خوزستان",144,22,122
"1093","10 ساله","پسر","روستا",1390,"زنجان",2863,115,2748
"1094","11 ساله","پسر","روستا",1390,"زنجان",2745,175,2570
"1095","12 ساله","پسر","روستا",1390,"زنجان",2900,214,2686
"1096","13 ساله","پسر","روستا",1390,"زنجان",2985,269,2716
"1097","14 ساله","پسر","روستا",1390,"زنجان",3338,485,2853
"1098","15 ساله","پسر","روستا",1390,"زنجان",3356,905,2451
"1099","16 ساله","پسر","روستا",1390,"زنجان",3804,1327,2477
"1100","17 ساله","پسر","روستا",1390,"زنجان",4292,2319,1973
"1101","18 ساله","پسر","روستا",1390,"زنجان",4495,3162,1333
"1102","19 ساله","پسر","روستا",1390,"زنجان",3781,2858,923
"1103","6 ساله","پسر","روستا",1390,"زنجان",3042,599,2443
"1104","7 ساله","پسر","روستا",1390,"زنجان",2836,154,2682
"1105","8 ساله","پسر","روستا",1390,"زنجان",2947,157,2790
"1106","9 ساله","پسر","روستا",1390,"زنجان",3001,156,2845
"1107","10 ساله","دختر","روستا",1390,"زنجان",2907,157,2750
"1108","11 ساله","دختر","روستا",1390,"زنجان",2621,276,2345
"1109","12 ساله","دختر","روستا",1390,"زنجان",2677,481,2196
"1110","13 ساله","دختر","روستا",1390,"زنجان",2797,655,2142
"1111","14 ساله","دختر","روستا",1390,"زنجان",3208,1264,1944
"1112","15 ساله","دختر","روستا",1390,"زنجان",3306,1718,1588
"1113","16 ساله","دختر","روستا",1390,"زنجان",3869,2324,1545
"1114","17 ساله","دختر","روستا",1390,"زنجان",4138,2891,1247
"1115","18 ساله","دختر","روستا",1390,"زنجان",4355,3618,737
"1116","19 ساله","دختر","روستا",1390,"زنجان",4640,3891,749
"1117","6 ساله","دختر","روستا",1390,"زنجان",2872,620,2252
"1118","7 ساله","دختر","روستا",1390,"زنجان",2728,160,2568
"1119","8 ساله","دختر","روستا",1390,"زنجان",2758,160,2598
"1120","9 ساله","دختر","روستا",1390,"زنجان",2756,155,2601
"1121","10 ساله","پسر","شهر",1390,"زنجان",4749,84,4665
"1122","11 ساله","پسر","شهر",1390,"زنجان",4536,74,4462
"1123","12 ساله","پسر","شهر",1390,"زنجان",4468,91,4377
"1124","13 ساله","پسر","شهر",1390,"زنجان",4550,83,4467
"1125","14 ساله","پسر","شهر",1390,"زنجان",4837,133,4704
"1126","15 ساله","پسر","شهر",1390,"زنجان",5119,314,4805
"1127","16 ساله","پسر","شهر",1390,"زنجان",5430,525,4905
"1128","17 ساله","پسر","شهر",1390,"زنجان",5756,1368,4388
"1129","18 ساله","پسر","شهر",1390,"زنجان",5961,2247,3714
"1130","19 ساله","پسر","شهر",1390,"زنجان",6544,3033,3511
"1131","6 ساله","پسر","شهر",1390,"زنجان",4480,802,3678
"1132","7 ساله","پسر","شهر",1390,"زنجان",4176,120,4056
"1133","8 ساله","پسر","شهر",1390,"زنجان",4332,89,4243
"1134","9 ساله","پسر","شهر",1390,"زنجان",4379,92,4287
"1135","10 ساله","دختر","شهر",1390,"زنجان",4598,100,4498
"1136","11 ساله","دختر","شهر",1390,"زنجان",4278,71,4207
"1137","12 ساله","دختر","شهر",1390,"زنجان",4389,85,4304
"1138","13 ساله","دختر","شهر",1390,"زنجان",4324,86,4238
"1139","14 ساله","دختر","شهر",1390,"زنجان",4740,201,4539
"1140","15 ساله","دختر","شهر",1390,"زنجان",4615,401,4214
"1141","16 ساله","دختر","شهر",1390,"زنجان",4997,699,4298
"1142","17 ساله","دختر","شهر",1390,"زنجان",5470,1440,4030
"1143","18 ساله","دختر","شهر",1390,"زنجان",5743,2656,3087
"1144","19 ساله","دختر","شهر",1390,"زنجان",6498,2987,3511
"1145","6 ساله","دختر","شهر",1390,"زنجان",4354,827,3527
"1146","7 ساله","دختر","شهر",1390,"زنجان",4063,94,3969
