"","age","sex","settlement","year","province","populationtotal","populationnoted","populationed"
"1867","14 ساله","دختر","روستا",1390,"گلستان",7320,2771,4549
"1868","15 ساله","دختر","روستا",1390,"گلستان",7897,3861,4036
"1869","16 ساله","دختر","روستا",1390,"گلستان",8601,4816,3785
"1870","17 ساله","دختر","روستا",1390,"گلستان",8560,5817,2743
"1871","18 ساله","دختر","روستا",1390,"گلستان",8978,7208,1770
"1872","19 ساله","دختر","روستا",1390,"گلستان",9305,7693,1612
"1873","6 ساله","دختر","روستا",1390,"گلستان",8097,2074,6023
"1874","7 ساله","دختر","روستا",1390,"گلستان",7405,364,7041
"1875","8 ساله","دختر","روستا",1390,"گلستان",6570,301,6269
"1876","9 ساله","دختر","روستا",1390,"گلستان",6431,282,6149
"1877","10 ساله","پسر","شهر",1390,"گلستان",6690,200,6490
"1878","11 ساله","پسر","شهر",1390,"گلستان",6898,234,6664
"1879","12 ساله","پسر","شهر",1390,"گلستان",6865,301,6564
"1880","13 ساله","پسر","شهر",1390,"گلستان",6790,372,6418
"1881","14 ساله","پسر","شهر",1390,"گلستان",7085,584,6501
"1882","15 ساله","پسر","شهر",1390,"گلستان",7341,975,6366
"1883","16 ساله","پسر","شهر",1390,"گلستان",7782,1392,6390
"1884","17 ساله","پسر","شهر",1390,"گلستان",7961,2505,5456
"1885","18 ساله","پسر","شهر",1390,"گلستان",8415,3918,4497
"1886","19 ساله","پسر","شهر",1390,"گلستان",8821,4476,4345
"1887","6 ساله","پسر","شهر",1390,"گلستان",7226,1578,5648
"1888","7 ساله","پسر","شهر",1390,"گلستان",6771,289,6482
"1889","8 ساله","پسر","شهر",1390,"گلستان",6520,237,6283
"1890","9 ساله","پسر","شهر",1390,"گلستان",6501,200,6301
"1891","10 ساله","دختر","شهر",1390,"گلستان",6531,207,6324
"1892","11 ساله","دختر","شهر",1390,"گلستان",6721,240,6481
"1893","12 ساله","دختر","شهر",1390,"گلستان",6953,330,6623
"1894","13 ساله","دختر","شهر",1390,"گلستان",6956,445,6511
"1895","14 ساله","دختر","شهر",1390,"گلستان",6878,713,6165
"1896","15 ساله","دختر","شهر",1390,"گلستان",7154,1129,6025
"1897","16 ساله","دختر","شهر",1390,"گلستان",7784,1530,6254
"1898","17 ساله","دختر","شهر",1390,"گلستان",7981,2403,5578
"1899","18 ساله","دختر","شهر",1390,"گلستان",8245,4192,4053
"1900","19 ساله","دختر","شهر",1390,"گلستان",8851,4293,4558
"1901","6 ساله","دختر","شهر",1390,"گلستان",6876,1566,5310
"1902","7 ساله","دختر","شهر",1390,"گلستان",6339,283,6056
"1903","8 ساله","دختر","شهر",1390,"گلستان",6310,249,6061
"1904","9 ساله","دختر","شهر",1390,"گلستان",6374,217,6157
"1905","10 ساله","پسر","غیرساکن",1390,"گلستان",9,0,9
"1906","11 ساله","پسر","غیرساکن",1390,"گلستان",7,2,5
"1907","12 ساله","پسر","غیرساکن",1390,"گلستان",7,3,4
"1908","13 ساله","پسر","غیرساکن",1390,"گلستان",9,4,5
"1909","14 ساله","پسر","غیرساکن",1390,"گلستان",6,2,4
"1910","15 ساله","پسر","غیرساکن",1390,"گلستان",8,5,3
"1911","16 ساله","پسر","غیرساکن",1390,"گلستان",5,5,0
"1912","17 ساله","پسر","غیرساکن",1390,"گلستان",9,9,0
"1913","18 ساله","پسر","غیرساکن",1390,"گلستان",8,7,1
"1914","19 ساله","پسر","غیرساکن",1390,"گلستان",6,6,0
"1915","6 ساله","پسر","غیرساکن",1390,"گلستان",17,5,12
"1916","7 ساله","پسر","غیرساکن",1390,"گلستان",5,0,5
"1917","8 ساله","پسر","غیرساکن",1390,"گلستان",8,1,7
"1918","9 ساله","پسر","غیرساکن",1390,"گلستان",8,0,8
"1919","10 ساله","دختر","غیرساکن",1390,"گلستان",8,2,6
"1920","11 ساله","دختر","غیرساکن",1390,"گلستان",8,1,7
"1921","12 ساله","دختر","غیرساکن",1390,"گلستان",9,7,2
"1922","13 ساله","دختر","غیرساکن",1390,"گلستان",5,5,0
"1923","14 ساله","دختر","غیرساکن",1390,"گلستان",8,7,1
"1924","15 ساله","دختر","غیرساکن",1390,"گلستان",10,9,1
"1925","16 ساله","دختر","غیرساکن",1390,"گلستان",8,8,0
"1926","17 ساله","دختر","غیرساکن",1390,"گلستان",3,3,0
"1927","18 ساله","دختر","غیرساکن",1390,"گلستان",9,9,0
"1928","19 ساله","دختر","غیرساکن",1390,"گلستان",6,6,0
"1929","6 ساله","دختر","غیرساکن",1390,"گلستان",5,2,3
"1930","7 ساله","دختر","غیرساکن",1390,"گلستان",6,1,5
"1931","8 ساله","دختر","غیرساکن",1390,"گلستان",5,0,5
"1932","9 ساله","دختر","غیرساکن",1390,"گلستان",5,0,5
"1933","10 ساله","پسر","روستا",1390,"گيلان",6792,267,6525
"1934","11 ساله","پسر","روستا",1390,"گيلان",7036,330,6706
"1935","12 ساله","پسر","روستا",1390,"گيلان",6919,380,6539
"1936","13 ساله","پسر","روستا",1390,"گيلان",7270,561,6709
"1937","14 ساله","پسر","روستا",1390,"گيلان",7699,879,6820
"1938","15 ساله","پسر","روستا",1390,"گيلان",7817,1491,6326
"1939","16 ساله","پسر","روستا",1390,"گيلان",8084,2156,5928
"1940","17 ساله","پسر","روستا",1390,"گيلان",8844,4243,4601
"1941","18 ساله","پسر","روستا",1390,"گيلان",9308,6017,3291
"1942","19 ساله","پسر","روستا",1390,"گيلان",8268,5660,2608
"1943","6 ساله","پسر","روستا",1390,"گيلان",6115,1340,4775
"1944","7 ساله","پسر","روستا",1390,"گيلان",5748,261,5487
"1945","8 ساله","پسر","روستا",1390,"گيلان",5970,240,5730
"1946","9 ساله","پسر","روستا",1390,"گيلان",5972,220,5752
"1947","10 ساله","دختر","روستا",1390,"گيلان",6676,276,6400
"1948","11 ساله","دختر","روستا",1390,"گيلان",6459,334,6125
"1949","12 ساله","دختر","روستا",1390,"گيلان",6689,492,6197
"1950","13 ساله","دختر","روستا",1390,"گيلان",6710,670,6040
"1951","14 ساله","دختر","روستا",1390,"گيلان",7283,1096,6187
"1952","15 ساله","دختر","روستا",1390,"گيلان",7492,1826,5666
"1953","16 ساله","دختر","روستا",1390,"گيلان",7659,2404,5255
"1954","17 ساله","دختر","روستا",1390,"گيلان",8170,3944,4226
"1955","18 ساله","دختر","روستا",1390,"گيلان",8915,5939,2976
"1956","19 ساله","دختر","روستا",1390,"گيلان",9044,6445,2599
"1957","6 ساله","دختر","روستا",1390,"گيلان",5859,1289,4570
"1958","7 ساله","دختر","روستا",1390,"گيلان",5477,225,5252
"1959","8 ساله","دختر","روستا",1390,"گيلان",5702,217,5485
"1960","9 ساله","دختر","روستا",1390,"گيلان",5932,215,5717
"1961","10 ساله","پسر","شهر",1390,"گيلان",10394,315,10079
"1962","11 ساله","پسر","شهر",1390,"گيلان",10262,293,9969
"1963","12 ساله","پسر","شهر",1390,"گيلان",9953,297,9656
"1964","13 ساله","پسر","شهر",1390,"گيلان",10113,318,9795
"1965","14 ساله","پسر","شهر",1390,"گيلان",10571,494,10077
"1966","15 ساله","پسر","شهر",1390,"گيلان",10298,939,9359
"1967","16 ساله","پسر","شهر",1390,"گيلان",10878,1353,9525
"1968","17 ساله","پسر","شهر",1390,"گيلان",11821,3254,8567
"1969","18 ساله","پسر","شهر",1390,"گيلان",13019,5442,7577
"1970","19 ساله","پسر","شهر",1390,"گيلان",13576,5975,7601
"1971","6 ساله","پسر","شهر",1390,"گيلان",9308,1850,7458
"1972","7 ساله","پسر","شهر",1390,"گيلان",8723,328,8395
"1973","8 ساله","پسر","شهر",1390,"گيلان",9270,275,8995
"1974","9 ساله","پسر","شهر",1390,"گيلان",9203,272,8931
"1975","10 ساله","دختر","شهر",1390,"گيلان",10174,290,9884
"1976","11 ساله","دختر","شهر",1390,"گيلان",9996,250,9746
"1977","12 ساله","دختر","شهر",1390,"گيلان",9968,261,9707
"1978","13 ساله","دختر","شهر",1390,"گيلان",9946,302,9644
"1979","14 ساله","دختر","شهر",1390,"گيلان",10431,533,9898
"1980","15 ساله","دختر","شهر",1390,"گيلان",10536,805,9731
"1981","16 ساله","دختر","شهر",1390,"گيلان",10986,1293,9693
"1982","17 ساله","دختر","شهر",1390,"گيلان",11627,2825,8802
"1983","18 ساله","دختر","شهر",1390,"گيلان",12621,5831,6790
"1984","19 ساله","دختر","شهر",1390,"گيلان",13866,6135,7731
"1985","6 ساله","دختر","شهر",1390,"گيلان",8988,1823,7165
"1986","7 ساله","دختر","شهر",1390,"گيلان",8500,255,8245
"1987","8 ساله","دختر","شهر",1390,"گيلان",8875,230,8645
"1988","9 ساله","دختر","شهر",1390,"گيلان",8435,233,8202
"1989","10 ساله","پسر","غیرساکن",1390,"گيلان",0,0,0
"1990","11 ساله","پسر","غیرساکن",1390,"گيلان",0,0,0
"1991","12 ساله","پسر","غیرساکن",1390,"گيلان",0,0,0
"1992","13 ساله","پسر","غیرساکن",1390,"گيلان",0,0,0
"1993","14 ساله","پسر","غیرساکن",1390,"گيلان",0,0,0
"1994","15 ساله","پسر","غیرساکن",1390,"گيلان",0,0,0
"1995","16 ساله","پسر","غیرساکن",1390,"گيلان",0,0,0
"1996","17 ساله","پسر","غیرساکن",1390,"گيلان",0,0,0
"1997","18 ساله","پسر","غیرساکن",1390,"گيلان",0,0,0
"1998","19 ساله","پسر","غیرساکن",1390,"گيلان",0,0,0
"1999","6 ساله","پسر","غیرساکن",1390,"گيلان",0,0,0
"2000","7 ساله","پسر","غیرساکن",1390,"گيلان",0,0,0
"2001","8 ساله","پسر","غیرساکن",1390,"گيلان",0,0,0
"2002","9 ساله","پسر","غیرساکن",1390,"گيلان",0,0,0
"2003","10 ساله","دختر","غیرساکن",1390,"گيلان",0,0,0
"2004","11 ساله","دختر","غیرساکن",1390,"گيلان",0,0,0
"2005","12 ساله","دختر","غیرساکن",1390,"گيلان",0,0,0
"2006","13 ساله","دختر","غیرساکن",1390,"گيلان",0,0,0
"2007","14 ساله","دختر","غیرساکن",1390,"گيلان",0,0,0
"2008","15 ساله","دختر","غیرساکن",1390,"گيلان",0,0,0
"2009","16 ساله","دختر","غیرساکن",1390,"گيلان",0,0,0
"2010","17 ساله","دختر","غیرساکن",1390,"گيلان",0,0,0
"2011","18 ساله","دختر","غیرساکن",1390,"گيلان",0,0,0
"2012","19 ساله","دختر","غیرساکن",1390,"گيلان",0,0,0
"2013","6 ساله","دختر","غیرساکن",1390,"گيلان",0,0,0
"2014","7 ساله","دختر","غیرساکن",1390,"گيلان",0,0,0
"2015","8 ساله","دختر","غیرساکن",1390,"گيلان",0,0,0
"2016","9 ساله","دختر","غیرساکن",1390,"گيلان",0,0,0
"2017","10 ساله","پسر","روستا",1390,"لرستان",5311,286,5025
"2018","11 ساله","پسر","روستا",1390,"لرستان",5267,359,4908
"2019","12 ساله","پسر","روستا",1390,"لرستان",5626,552,5074
"2020","13 ساله","پسر","روستا",1390,"لرستان",5556,679,4877
"2021","14 ساله","پسر","روستا",1390,"لرستان",6401,1020,5381
"2022","15 ساله","پسر","روستا",1390,"لرستان",6914,1558,5356
"2023","16 ساله","پسر","روستا",1390,"لرستان",7593,2169,5424
"2024","17 ساله","پسر","روستا",1390,"لرستان",8314,3717,4597
"2025","18 ساله","پسر","روستا",1390,"لرستان",8287,5083,3204
"2026","19 ساله","پسر","روستا",1390,"لرستان",8647,6086,2561
"2027","6 ساله","پسر","روستا",1390,"لرستان",5609,1215,4394
"2028","7 ساله","پسر","روستا",1390,"لرستان",5798,363,5435
"2029","8 ساله","پسر","روستا",1390,"لرستان",5625,288,5337
"2030","9 ساله","پسر","روستا",1390,"لرستان",5273,314,4959
"2031","10 ساله","دختر","روستا",1390,"لرستان",5187,379,4808
"2032","11 ساله","دختر","روستا",1390,"لرستان",4964,591,4373
"2033","12 ساله","دختر","روستا",1390,"لرستان",5334,934,4400
"2034","13 ساله","دختر","روستا",1390,"لرستان",5257,1181,4076
"2035","14 ساله","دختر","روستا",1390,"لرستان",6123,2006,4117
"2036","15 ساله","دختر","روستا",1390,"لرستان",6340,2538,3802
"2037","16 ساله","دختر","روستا",1390,"لرستان",6857,3165,3692
"2038","17 ساله","دختر","روستا",1390,"لرستان",7308,4248,3060
"2039","18 ساله","دختر","روستا",1390,"لرستان",7505,5568,1937
"2040","19 ساله","دختر","روستا",1390,"لرستان",7977,6178,1799
"2041","6 ساله","دختر","روستا",1390,"لرستان",5424,1263,4161
"2042","7 ساله","دختر","روستا",1390,"لرستان",5382,348,5034
"2043","8 ساله","دختر","روستا",1390,"لرستان",5337,306,5031
"2044","9 ساله","دختر","روستا",1390,"لرستان",4991,321,4670
"2045","10 ساله","پسر","شهر",1390,"لرستان",8009,325,7684
"2046","11 ساله","پسر","شهر",1390,"لرستان",7754,249,7505
"2047","12 ساله","پسر","شهر",1390,"لرستان",8182,312,7870
"2048","13 ساله","پسر","شهر",1390,"لرستان",8113,362,7751
"2049","14 ساله","پسر","شهر",1390,"لرستان",8643,500,8143
"2050","15 ساله","پسر","شهر",1390,"لرستان",8920,804,8116
"2051","16 ساله","پسر","شهر",1390,"لرستان",9985,1342,8643
"2052","17 ساله","پسر","شهر",1390,"لرستان",10502,3025,7477
"2053","18 ساله","پسر","شهر",1390,"لرستان",11110,5209,5901
"2054","19 ساله","پسر","شهر",1390,"لرستان",11374,5792,5582
"2055","6 ساله","پسر","شهر",1390,"لرستان",8066,1671,6395
"2056","7 ساله","پسر","شهر",1390,"لرستان",7503,339,7164
"2057","8 ساله","پسر","شهر",1390,"لرستان",7601,292,7309
"2058","9 ساله","پسر","شهر",1390,"لرستان",7377,273,7104
"2059","10 ساله","دختر","شهر",1390,"لرستان",7590,275,7315
"2060","11 ساله","دختر","شهر",1390,"لرستان",7321,260,7061
"2061","12 ساله","دختر","شهر",1390,"لرستان",7782,279,7503
"2062","13 ساله","دختر","شهر",1390,"لرستان",7825,375,7450
"2063","14 ساله","دختر","شهر",1390,"لرستان",8267,565,7702
"2064","15 ساله","دختر","شهر",1390,"لرستان",8831,1091,7740
"2065","16 ساله","دختر","شهر",1390,"لرستان",9707,1648,8059
"2066","17 ساله","دختر","شهر",1390,"لرستان",10447,3227,7220
"2067","18 ساله","دختر","شهر",1390,"لرستان",11008,6134,4874
"2068","19 ساله","دختر","شهر",1390,"لرستان",12032,6692,5340
"2069","6 ساله","دختر","شهر",1390,"لرستان",7553,1600,5953
"2070","7 ساله","دختر","شهر",1390,"لرستان",7126,335,6791
"2071","8 ساله","دختر","شهر",1390,"لرستان",6924,258,6666
"2072","9 ساله","دختر","شهر",1390,"لرستان",7246,286,6960
"2073","10 ساله","پسر","غیرساکن",1390,"لرستان",11,6,5
"2074","11 ساله","پسر","غیرساکن",1390,"لرستان",5,1,4
"2075","12 ساله","پسر","غیرساکن",1390,"لرستان",9,3,6
"2076","13 ساله","پسر","غیرساکن",1390,"لرستان",15,10,5
"2077","14 ساله","پسر","غیرساکن",1390,"لرستان",11,7,4
"2078","15 ساله","پسر","غیرساکن",1390,"لرستان",12,8,4
"2079","16 ساله","پسر","غیرساکن",1390,"لرستان",8,7,1
"2080","17 ساله","پسر","غیرساکن",1390,"لرستان",11,10,1
"2081","18 ساله","پسر","غیرساکن",1390,"لرستان",17,16,1
"2082","19 ساله","پسر","غیرساکن",1390,"لرستان",15,14,1
"2083","6 ساله","پسر","غیرساکن",1390,"لرستان",6,3,3
"2084","7 ساله","پسر","غیرساکن",1390,"لرستان",13,4,9
"2085","8 ساله","پسر","غیرساکن",1390,"لرستان",3,0,3
"2086","9 ساله","پسر","غیرساکن",1390,"لرستان",5,0,5
"2087","10 ساله","دختر","غیرساکن",1390,"لرستان",5,1,4
"2088","11 ساله","دختر","غیرساکن",1390,"لرستان",7,2,5
"2089","12 ساله","دختر","غیرساکن",1390,"لرستان",8,8,0
"2090","13 ساله","دختر","غیرساکن",1390,"لرستان",9,5,4
"2091","14 ساله","دختر","غیرساکن",1390,"لرستان",8,7,1
"2092","15 ساله","دختر","غیرساکن",1390,"لرستان",14,13,1
"2093","16 ساله","دختر","غیرساکن",1390,"لرستان",9,5,4
"2094","17 ساله","دختر","غیرساکن",1390,"لرستان",8,7,1
"2095","18 ساله","دختر","غیرساکن",1390,"لرستان",13,13,0
"2096","19 ساله","دختر","غیرساکن",1390,"لرستان",12,10,2
"2097","6 ساله","دختر","غیرساکن",1390,"لرستان",14,4,10
"2098","7 ساله","دختر","غیرساکن",1390,"لرستان",13,4,9
"2099","8 ساله","دختر","غیرساکن",1390,"لرستان",7,1,6
"2100","9 ساله","دختر","غیرساکن",1390,"لرستان",5,1,4
"2101","10 ساله","پسر","روستا",1390,"مازندران",9507,335,9172
"2102","11 ساله","پسر","روستا",1390,"مازندران",9673,326,9347
"2103","12 ساله","پسر","روستا",1390,"مازندران",9515,381,9134
"2104","13 ساله","پسر","روستا",1390,"مازندران",9241,488,8753
"2105","14 ساله","پسر","روستا",1390,"مازندران",9370,851,8519
"2106","15 ساله","پسر","روستا",1390,"مازندران",9531,1434,8097
"2107","16 ساله","پسر","روستا",1390,"مازندران",10201,2170,8031
"2108","17 ساله","پسر","روستا",1390,"مازندران",10712,4135,6577
"2109","18 ساله","پسر","روستا",1390,"مازندران",12218,6668,5550
"2110","19 ساله","پسر","روستا",1390,"مازندران",12511,7185,5326
"2111","6 ساله","پسر","روستا",1390,"مازندران",9613,2183,7430
"2112","7 ساله","پسر","روستا",1390,"مازندران",8941,368,8573
"2113","8 ساله","پسر","روستا",1390,"مازندران",9156,389,8767
"2114","9 ساله","پسر","روستا",1390,"مازندران",9149,334,8815
"2115","10 ساله","دختر","روستا",1390,"مازندران",9074,321,8753
"2116","11 ساله","دختر","روستا",1390,"مازندران",9293,332,8961
"2117","12 ساله","دختر","روستا",1390,"مازندران",9038,382,8656
"2118","13 ساله","دختر","روستا",1390,"مازندران",8961,529,8432
"2119","14 ساله","دختر","روستا",1390,"مازندران",9245,895,8350
"2120","15 ساله","دختر","روستا",1390,"مازندران",9595,1605,7990
"2121","16 ساله","دختر","روستا",1390,"مازندران",9763,2300,7463
"2122","17 ساله","دختر","روستا",1390,"مازندران",10323,3980,6343
"2123","18 ساله","دختر","روستا",1390,"مازندران",11440,6427,5013
"2124","19 ساله","دختر","روستا",1390,"مازندران",12202,7265,4937
"2125","6 ساله","دختر","روستا",1390,"مازندران",9355,2168,7187
"2126","7 ساله","دختر","روستا",1390,"مازندران",8366,378,7988
"2127","8 ساله","دختر","روستا",1390,"مازندران",8757,329,8428
"2128","9 ساله","دختر","روستا",1390,"مازندران",8665,309,8356
"2129","10 ساله","پسر","شهر",1390,"مازندران",12082,420,11662
"2130","11 ساله","پسر","شهر",1390,"مازندران",11854,333,11521
"2131","12 ساله","پسر","شهر",1390,"مازندران",11646,367,11279
"2132","13 ساله","پسر","شهر",1390,"مازندران",11661,397,11264
"2133","14 ساله","پسر","شهر",1390,"مازندران",11109,527,10582
"2134","15 ساله","پسر","شهر",1390,"مازندران",11372,992,10380
"2135","16 ساله","پسر","شهر",1390,"مازندران",11865,1447,10418
"2136","17 ساله","پسر","شهر",1390,"مازندران",12830,3131,9699
"2137","18 ساله","پسر","شهر",1390,"مازندران",14136,4939,9197
"2138","19 ساله","پسر","شهر",1390,"مازندران",15300,5431,9869
"2139","6 ساله","پسر","شهر",1390,"مازندران",11059,2466,8593
"2140","7 ساله","پسر","شهر",1390,"مازندران",10383,434,9949
"2141","8 ساله","پسر","شهر",1390,"مازندران",10592,329,10263
"2142","9 ساله","پسر","شهر",1390,"مازندران",10999,330,10669
"2143","10 ساله","دختر","شهر",1390,"مازندران",11927,391,11536
"2144","11 ساله","دختر","شهر",1390,"مازندران",11458,318,11140
"2145","12 ساله","دختر","شهر",1390,"مازندران",11285,283,11002
"2146","13 ساله","دختر","شهر",1390,"مازندران",10912,352,10560
"2147","14 ساله","دختر","شهر",1390,"مازندران",11015,477,10538
"2148","15 ساله","دختر","شهر",1390,"مازندران",11082,848,10234
"2149","16 ساله","دختر","شهر",1390,"مازندران",11573,1164,10409
"2150","17 ساله","دختر","شهر",1390,"مازندران",12552,2661,9891
"2151","18 ساله","دختر","شهر",1390,"مازندران",13847,5017,8830
"2152","19 ساله","دختر","شهر",1390,"مازندران",15382,5342,10040
"2153","6 ساله","دختر","شهر",1390,"مازندران",10641,2341,8300
"2154","7 ساله","دختر","شهر",1390,"مازندران",9945,338,9607
"2155","8 ساله","دختر","شهر",1390,"مازندران",10258,286,9972
"2156","9 ساله","دختر","شهر",1390,"مازندران",10118,247,9871
"2157","10 ساله","پسر","غیرساکن",1390,"مازندران",0,0,0
"2158","11 ساله","پسر","غیرساکن",1390,"مازندران",0,0,0
"2159","12 ساله","پسر","غیرساکن",1390,"مازندران",0,0,0
"2160","13 ساله","پسر","غیرساکن",1390,"مازندران",0,0,0
"2161","14 ساله","پسر","غیرساکن",1390,"مازندران",0,0,0
"2162","15 ساله","پسر","غیرساکن",1390,"مازندران",0,0,0
"2163","16 ساله","پسر","غیرساکن",1390,"مازندران",0,0,0
"2164","17 ساله","پسر","غیرساکن",1390,"مازندران",0,0,0
"2165","18 ساله","پسر","غیرساکن",1390,"مازندران",0,0,0
"2166","19 ساله","پسر","غیرساکن",1390,"مازندران",0,0,0
"2167","6 ساله","پسر","غیرساکن",1390,"مازندران",0,0,0
"2168","7 ساله","پسر","غیرساکن",1390,"مازندران",0,0,0
"2169","8 ساله","پسر","غیرساکن",1390,"مازندران",0,0,0
"2170","9 ساله","پسر","غیرساکن",1390,"مازندران",0,0,0
"2171","10 ساله","دختر","غیرساکن",1390,"مازندران",0,0,0
"2172","11 ساله","دختر","غیرساکن",1390,"مازندران",0,0,0
"2173","12 ساله","دختر","غیرساکن",1390,"مازندران",0,0,0
"2174","13 ساله","دختر","غیرساکن",1390,"مازندران",0,0,0
"2175","14 ساله","دختر","غیرساکن",1390,"مازندران",0,0,0
"2176","15 ساله","دختر","غیرساکن",1390,"مازندران",0,0,0
"2177","16 ساله","دختر","غیرساکن",1390,"مازندران",0,0,0
"2178","17 ساله","دختر","غیرساکن",1390,"مازندران",0,0,0
"2179","18 ساله","دختر","غیرساکن",1390,"مازندران",0,0,0
"2180","19 ساله","دختر","غیرساکن",1390,"مازندران",0,0,0
"2181","6 ساله","دختر","غیرساکن",1390,"مازندران",0,0,0
"2182","7 ساله","دختر","غیرساکن",1390,"مازندران",0,0,0
"2183","8 ساله","دختر","غیرساکن",1390,"مازندران",0,0,0
"2184","9 ساله","دختر","غیرساکن",1390,"مازندران",0,0,0
"2185","10 ساله","پسر","روستا",1390,"مركزئ",2384,167,2217
"2186","11 ساله","پسر","روستا",1390,"مركزئ",2383,183,2200
"2187","12 ساله","پسر","روستا",1390,"مركزئ",2440,228,2212
"2188","13 ساله","پسر","روستا",1390,"مركزئ",2588,335,2253
"2189","14 ساله","پسر","روستا",1390,"مركزئ",2835,527,2308
"2190","15 ساله","پسر","روستا",1390,"مركزئ",3026,851,2175
"2191","16 ساله","پسر","روستا",1390,"مركزئ",3329,1254,2075
"2192","17 ساله","پسر","روستا",1390,"مركزئ",3488,1917,1571
"2193","18 ساله","پسر","روستا",1390,"مركزئ",3754,2705,1049
"2194","19 ساله","پسر","روستا",1390,"مركزئ",3299,2485,814
"2195","6 ساله","پسر","روستا",1390,"مركزئ",2582,689,1893
"2196","7 ساله","پسر","روستا",1390,"مركزئ",2469,220,2249
"2197","8 ساله","پسر","روستا",1390,"مركزئ",2516,197,2319
"2198","9 ساله","پسر","روستا",1390,"مركزئ",2291,168,2123
"2199","10 ساله","دختر","روستا",1390,"مركزئ",2234,173,2061
"2200","11 ساله","دختر","روستا",1390,"مركزئ",2140,224,1916
"2201","12 ساله","دختر","روستا",1390,"مركزئ",2336,353,1983
"2202","13 ساله","دختر","روستا",1390,"مركزئ",2335,483,1852
"2203","14 ساله","دختر","روستا",1390,"مركزئ",2633,868,1765
"2204","15 ساله","دختر","روستا",1390,"مركزئ",2703,1098,1605
"2205","16 ساله","دختر","روستا",1390,"مركزئ",2869,1405,1464
"2206","17 ساله","دختر","روستا",1390,"مركزئ",3165,2050,1115
"2207","18 ساله","دختر","روستا",1390,"مركزئ",3253,2497,756
"2208","19 ساله","دختر","روستا",1390,"مركزئ",3180,2591,589
"2209","6 ساله","دختر","روستا",1390,"مركزئ",2426,597,1829
"2210","7 ساله","دختر","روستا",1390,"مركزئ",2311,186,2125
"2211","8 ساله","دختر","روستا",1390,"مركزئ",2275,199,2076
"2212","9 ساله","دختر","روستا",1390,"مركزئ",2211,155,2056
"2213","10 ساله","پسر","شهر",1390,"مركزئ",7556,179,7377
"2214","11 ساله","پسر","شهر",1390,"مركزئ",7469,169,7300
"2215","12 ساله","پسر","شهر",1390,"مركزئ",7708,211,7497
"2216","13 ساله","پسر","شهر",1390,"مركزئ",7657,264,7393
"2217","14 ساله","پسر","شهر",1390,"مركزئ",7882,394,7488
"2218","15 ساله","پسر","شهر",1390,"مركزئ",7709,688,7021
"2219","16 ساله","پسر","شهر",1390,"مركزئ",8393,1200,7193
"2220","17 ساله","پسر","شهر",1390,"مركزئ",9033,2678,6355
"2221","18 ساله","پسر","شهر",1390,"مركزئ",9138,3834,5304
"2222","19 ساله","پسر","شهر",1390,"مركزئ",9014,3840,5174
"2223","6 ساله","پسر","شهر",1390,"مركزئ",7960,1673,6287
"2224","7 ساله","پسر","شهر",1390,"مركزئ",7321,292,7029
"2225","8 ساله","پسر","شهر",1390,"مركزئ",7257,224,7033
"2226","9 ساله","پسر","شهر",1390,"مركزئ",7269,185,7084
"2227","10 ساله","دختر","شهر",1390,"مركزئ",7187,183,7004
"2228","11 ساله","دختر","شهر",1390,"مركزئ",7337,179,7158
"2229","12 ساله","دختر","شهر",1390,"مركزئ",7493,211,7282
"2230","13 ساله","دختر","شهر",1390,"مركزئ",7641,259,7382
"2231","14 ساله","دختر","شهر",1390,"مركزئ",7544,447,7097
"2232","15 ساله","دختر","شهر",1390,"مركزئ",7520,714,6806
"2233","16 ساله","دختر","شهر",1390,"مركزئ",8155,1195,6960
"2234","17 ساله","دختر","شهر",1390,"مركزئ",8407,2508,5899
"2235","18 ساله","دختر","شهر",1390,"مركزئ",8992,4378,4614
"2236","19 ساله","دختر","شهر",1390,"مركزئ",10072,4800,5272
"2237","6 ساله","دختر","شهر",1390,"مركزئ",7329,1513,5816
"2238","7 ساله","دختر","شهر",1390,"مركزئ",7268,228,7040
"2239","8 ساله","دختر","شهر",1390,"مركزئ",7143,215,6928
"2240","9 ساله","دختر","شهر",1390,"مركزئ",6887,170,6717
"2241","10 ساله","پسر","غیرساکن",1390,"مركزئ",0,0,0
"2242","11 ساله","پسر","غیرساکن",1390,"مركزئ",0,0,0
"2243","12 ساله","پسر","غیرساکن",1390,"مركزئ",0,0,0
"2244","13 ساله","پسر","غیرساکن",1390,"مركزئ",0,0,0
"2245","14 ساله","پسر","غیرساکن",1390,"مركزئ",0,0,0
"2246","15 ساله","پسر","غیرساکن",1390,"مركزئ",0,0,0
"2247","16 ساله","پسر","غیرساکن",1390,"مركزئ",0,0,0
"2248","17 ساله","پسر","غیرساکن",1390,"مركزئ",0,0,0
"2249","18 ساله","پسر","غیرساکن",1390,"مركزئ",0,0,0
"2250","19 ساله","پسر","غیرساکن",1390,"مركزئ",0,0,0
"2251","6 ساله","پسر","غیرساکن",1390,"مركزئ",0,0,0
"2252","7 ساله","پسر","غیرساکن",1390,"مركزئ",0,0,0
"2253","8 ساله","پسر","غیرساکن",1390,"مركزئ",0,0,0
"2254","9 ساله","پسر","غیرساکن",1390,"مركزئ",0,0,0
"2255","10 ساله","دختر","غیرساکن",1390,"مركزئ",0,0,0
"2256","11 ساله","دختر","غیرساکن",1390,"مركزئ",0,0,0
