,Code,age,sex,settlement,population.total,population.ed,population.not.ed,year,addressCod,addressCode,Pername
348,IR.ES,17,پسر,روستا,5778,3093,2685,1390,10,10,اصفهان
349,IR.FA,17,پسر,روستا,13570,7875,5695,1390,7,07,فارس
350,IR.GI,17,پسر,روستا,8844,4601,4243,1390,1,01,گیلان
351,IR.GO,17,پسر,روستا,8979,3859,5120,1390,27,27,گلستان
352,IR.HD,17,پسر,روستا,7335,3393,3942,1390,13,13,همدان
353,IR.HG,17,پسر,روستا,9076,4994,4082,1390,22,22,هرمزگان
354,IR.IL,17,پسر,روستا,2267,1324,943,1390,16,16,ایلام
355,IR.KB,17,پسر,روستا,3198,2076,1122,1390,17,17,کهگیلویه و بویراحمد
356,IR.KD,17,پسر,روستا,5769,2209,3560,1390,12,12,کردستان
357,IR.KE,17,پسر,روستا,13461,7438,6023,1390,8,08,کرمان
358,IR.KJ,17,پسر,روستا,2793,1298,1495,1390,29,29,خراسان جنوبی
359,IR.KS,17,پسر,روستا,4446,1816,2630,1390,28,28,خراسان شمالی
360,IR.KV,17,پسر,روستا,17316,6389,10927,1390,9,09,خراسان رضوی
361,IR.KZ,17,پسر,روستا,15924,8329,7595,1390,6,06,خوزستان
362,IR.LO,17,پسر,روستا,8314,4597,3717,1390,15,15,لرستان
363,IR.MK,17,پسر,روستا,3488,1571,1917,1390,0,00,مرکزی
364,IR.MN,17,پسر,روستا,10712,6577,4135,1390,2,02,مازندران
365,IR.QM,17,پسر,روستا,494,248,246,1390,25,25,قم
366,IR.QZ,17,پسر,روستا,3129,1544,1585,1390,26,26,قزوین
367,IR.SB,17,پسر,روستا,14655,6415,8240,1390,11,11,سیستان و بلوچستان
368,IR.SM,17,پسر,روستا,1306,706,600,1390,20,20,سمنان
369,IR.TH,17,پسر,روستا,8362,4183,4179,1390,23,23,تهران
370,IR.WA,17,پسر,روستا,12662,5510,7152,1390,4,04,آذربایجان غربی
371,IR.YA,17,پسر,روستا,1548,859,689,1390,21,21,یزد
372,IR.ZA,17,پسر,روستا,4292,1973,2319,1390,19,19,زنجان
373,IR.AL,18,پسر,روستا,2191,902,1289,1390,30,30,البرز
374,IR.AR,18,پسر,روستا,5708,1618,4090,1390,24,24,اردبیل
375,IR.BK,18,پسر,روستا,7582,2521,5061,1390,5,05,کرمانشاه
376,IR.BS,18,پسر,روستا,3141,1396,1745,1390,18,18,بوشهر
377,IR.CM,18,پسر,روستا,4407,1627,2780,1390,14,14,چهارمحال و بختیاری
378,IR.EA,18,پسر,روستا,12533,3722,8811,1390,3,03,آذربایجان شرقی
379,IR.ES,18,پسر,روستا,6676,2241,4435,1390,10,10,اصفهان
380,IR.FA,18,پسر,روستا,14923,5808,9115,1390,7,07,فارس
381,IR.GI,18,پسر,روستا,9308,3291,6017,1390,1,01,گیلان
382,IR.GO,18,پسر,روستا,9151,2624,6527,1390,27,27,گلستان
383,IR.HD,18,پسر,روستا,7672,2339,5333,1390,13,13,همدان
384,IR.HG,18,پسر,روستا,9383,3306,6077,1390,22,22,هرمزگان
385,IR.IL,18,پسر,روستا,2273,924,1349,1390,16,16,ایلام
386,IR.KB,18,پسر,روستا,3587,1701,1886,1390,17,17,کهگیلویه و بویراحمد
387,IR.KD,18,پسر,روستا,5843,1264,4579,1390,12,12,کردستان
388,IR.KE,18,پسر,روستا,14012,5321,8691,1390,8,08,کرمان
389,IR.KJ,18,پسر,روستا,3097,869,2228,1390,29,29,خراسان جنوبی
390,IR.KS,18,پسر,روستا,4704,1224,3480,1390,28,28,خراسان شمالی
391,IR.KV,18,پسر,روستا,17525,4183,13342,1390,9,09,خراسان رضوی
392,IR.KZ,18,پسر,روستا,16740,6349,10391,1390,6,06,خوزستان
393,IR.LO,18,پسر,روستا,8287,3204,5083,1390,15,15,لرستان
394,IR.MK,18,پسر,روستا,3754,1049,2705,1390,0,00,مرکزی
395,IR.MN,18,پسر,روستا,12218,5550,6668,1390,2,02,مازندران
396,IR.QM,18,پسر,روستا,485,144,341,1390,25,25,قم
397,IR.QZ,18,پسر,روستا,3694,1166,2528,1390,26,26,قزوین
398,IR.SB,18,پسر,روستا,14921,4423,10498,1390,11,11,سیستان و بلوچستان
399,IR.SM,18,پسر,روستا,1822,556,1266,1390,20,20,سمنان
400,IR.TH,18,پسر,روستا,8959,3128,5831,1390,23,23,تهران
401,IR.WA,18,پسر,روستا,13856,4091,9765,1390,4,04,آذربایجان غربی
402,IR.YA,18,پسر,روستا,2119,722,1397,1390,21,21,یزد
403,IR.ZA,18,پسر,روستا,4495,1333,3162,1390,19,19,زنجان
404,IR.AL,19,پسر,روستا,2077,702,1375,1390,30,30,البرز
405,IR.AR,19,پسر,روستا,5190,1301,3889,1390,24,24,اردبیل
406,IR.BK,19,پسر,روستا,8697,1805,6892,1390,5,05,کرمانشاه
407,IR.BS,19,پسر,روستا,3292,1286,2006,1390,18,18,بوشهر
408,IR.CM,19,پسر,روستا,4093,1180,2913,1390,14,14,چهارمحال و بختیاری
409,IR.EA,19,پسر,روستا,12307,2735,9572,1390,3,03,آذربایجان شرقی
410,IR.ES,19,پسر,روستا,7115,1881,5234,1390,10,10,اصفهان
411,IR.FA,19,پسر,روستا,15595,4823,10772,1390,7,07,فارس
412,IR.GI,19,پسر,روستا,8268,2608,5660,1390,1,01,گیلان
413,IR.GO,19,پسر,روستا,8144,2057,6087,1390,27,27,گلستان
414,IR.HD,19,پسر,روستا,7988,1832,6156,1390,13,13,همدان
415,IR.HG,19,پسر,روستا,9491,2477,7014,1390,22,22,هرمزگان
416,IR.IL,19,پسر,روستا,2565,787,1778,1390,16,16,ایلام
417,IR.KB,19,پسر,روستا,3329,1351,1978,1390,17,17,کهگیلویه و بویراحمد
418,IR.KD,19,پسر,روستا,5102,739,4363,1390,12,12,کردستان
419,IR.KE,19,پسر,روستا,13908,4115,9793,1390,8,08,کرمان
420,IR.KJ,19,پسر,روستا,2940,605,2335,1390,29,29,خراسان جنوبی
421,IR.KS,19,پسر,روستا,4442,908,3534,1390,28,28,خراسان شمالی
422,IR.KV,19,پسر,روستا,14950,2681,12269,1390,9,09,خراسان رضوی
423,IR.KZ,19,پسر,روستا,17606,4798,12808,1390,6,06,خوزستان
424,IR.LO,19,پسر,روستا,8647,2561,6086,1390,15,15,لرستان
425,IR.MK,19,پسر,روستا,3299,814,2485,1390,0,00,مرکزی
426,IR.MN,19,پسر,روستا,12511,5326,7185,1390,2,02,مازندران
427,IR.QM,19,پسر,روستا,588,111,477,1390,25,25,قم
428,IR.QZ,19,پسر,روستا,3559,865,2694,1390,26,26,قزوین
429,IR.SB,19,پسر,روستا,13976,2841,11135,1390,11,11,سیستان و بلوچستان
430,IR.SM,19,پسر,روستا,2227,413,1814,1390,20,20,سمنان
431,IR.TH,19,پسر,روستا,9052,2225,6827,1390,23,23,تهران
432,IR.WA,19,پسر,روستا,13834,3338,10496,1390,4,04,آذربایجان غربی
433,IR.YA,19,پسر,روستا,2897,640,2257,1390,21,21,یزد
434,IR.ZA,19,پسر,روستا,3781,923,2858,1390,19,19,زنجان
435,IR.AL,6,دختر,روستا,1792,1193,599,1390,30,30,البرز
436,IR.AR,6,دختر,روستا,3221,2533,688,1390,24,24,اردبیل
437,IR.BK,6,دختر,روستا,4333,3366,967,1390,5,05,کرمانشاه
438,IR.BS,6,دختر,روستا,2755,2116,639,1390,18,18,بوشهر
439,IR.CM,6,دختر,روستا,3236,2571,665,1390,14,14,چهارمحال و بختیاری
440,IR.EA,6,دختر,روستا,9084,6946,2138,1390,3,03,آذربایجان شرقی
441,IR.ES,6,دختر,روستا,5189,3824,1365,1390,10,10,اصفهان
442,IR.FA,6,دختر,روستا,11466,8866,2600,1390,7,07,فارس
443,IR.GI,6,دختر,روستا,5859,4570,1289,1390,1,01,گیلان
444,IR.GO,6,دختر,روستا,8097,6023,2074,1390,27,27,گلستان
445,IR.HD,6,دختر,روستا,5151,4083,1068,1390,13,13,همدان
446,IR.HG,6,دختر,روستا,7739,5646,2093,1390,22,22,هرمزگان
447,IR.IL,6,دختر,روستا,1535,1164,371,1390,16,16,ایلام
448,IR.KB,6,دختر,روستا,2800,2265,535,1390,17,17,کهگیلویه و بویراحمد
449,IR.KD,6,دختر,روستا,3988,3212,776,1390,12,12,کردستان
450,IR.KE,6,دختر,روستا,11757,8103,3654,1390,8,08,کرمان
451,IR.KJ,6,دختر,روستا,2695,2125,570,1390,29,29,خراسان جنوبی
452,IR.KS,6,دختر,روستا,3728,2928,800,1390,28,28,خراسان شمالی
453,IR.KV,6,دختر,روستا,15510,11676,3834,1390,9,09,خراسان رضوی
454,IR.KZ,6,دختر,روستا,12269,8815,3454,1390,6,06,خوزستان
455,IR.LO,6,دختر,روستا,5424,4161,1263,1390,15,15,لرستان
456,IR.MK,6,دختر,روستا,2426,1829,597,1390,0,00,مرکزی
457,IR.MN,6,دختر,روستا,9355,7187,2168,1390,2,02,مازندران
458,IR.QM,6,دختر,روستا,394,268,126,1390,25,25,قم
459,IR.QZ,6,دختر,روستا,2428,1805,623,1390,26,26,قزوین
460,IR.SB,6,دختر,روستا,16643,10059,6584,1390,11,11,سیستان و بلوچستان
461,IR.SM,6,دختر,روستا,1128,769,359,1390,20,20,سمنان
462,IR.TH,6,دختر,روستا,7288,4897,2391,1390,23,23,تهران
463,IR.WA,6,دختر,روستا,10162,7543,2619,1390,4,04,آذربایجان غربی
464,IR.YA,6,دختر,روستا,1390,1014,376,1390,21,21,یزد
465,IR.ZA,6,دختر,روستا,2872,2252,620,1390,19,19,زنجان
466,IR.AL,7,دختر,روستا,1700,1477,223,1390,30,30,البرز
467,IR.AR,7,دختر,روستا,3124,3014,110,1390,24,24,اردبیل
468,IR.BK,7,دختر,روستا,4201,4004,197,1390,5,05,کرمانشاه
469,IR.BS,7,دختر,روستا,2376,2246,130,1390,18,18,بوشهر
470,IR.CM,7,دختر,روستا,3223,3048,175,1390,14,14,چهارمحال و بختیاری
471,IR.EA,7,دختر,روستا,8781,8285,496,1390,3,03,آذربایجان شرقی
472,IR.ES,7,دختر,روستا,4793,4404,389,1390,10,10,اصفهان
473,IR.FA,7,دختر,روستا,10806,10287,519,1390,7,07,فارس
474,IR.GI,7,دختر,روستا,5477,5252,225,1390,1,01,گیلان
475,IR.GO,7,دختر,روستا,7405,7041,364,1390,27,27,گلستان
476,IR.HD,7,دختر,روستا,5208,4979,229,1390,13,13,همدان
477,IR.HG,7,دختر,روستا,7321,6803,518,1390,22,22,هرمزگان
478,IR.IL,7,دختر,روستا,1391,1300,91,1390,16,16,ایلام
479,IR.KB,7,دختر,روستا,2533,2433,100,1390,17,17,کهگیلویه و بویراحمد
480,IR.KD,7,دختر,روستا,4114,3949,165,1390,12,12,کردستان
481,IR.KE,7,دختر,روستا,10740,9751,989,1390,8,08,کرمان
482,IR.KJ,7,دختر,روستا,2630,2518,112,1390,29,29,خراسان جنوبی
483,IR.KS,7,دختر,روستا,3685,3547,138,1390,28,28,خراسان شمالی
484,IR.KV,7,دختر,روستا,14798,13991,807,1390,9,09,خراسان رضوی
485,IR.KZ,7,دختر,روستا,11976,10971,1005,1390,6,06,خوزستان
486,IR.LO,7,دختر,روستا,5382,5034,348,1390,15,15,لرستان
487,IR.MK,7,دختر,روستا,2311,2125,186,1390,0,00,مرکزی
488,IR.MN,7,دختر,روستا,8366,7988,378,1390,2,02,مازندران
489,IR.QM,7,دختر,روستا,382,352,30,1390,25,25,قم
490,IR.QZ,7,دختر,روستا,2308,2156,152,1390,26,26,قزوین
491,IR.SB,7,دختر,روستا,16078,13236,2842,1390,11,11,سیستان و بلوچستان
492,IR.SM,7,دختر,روستا,962,870,92,1390,20,20,سمنان
493,IR.TH,7,دختر,روستا,7095,6443,652,1390,23,23,تهران
494,IR.WA,7,دختر,روستا,9837,9230,607,1390,4,04,آذربایجان غربی
495,IR.YA,7,دختر,روستا,1249,1128,121,1390,21,21,یزد
496,IR.ZA,7,دختر,روستا,2728,2568,160,1390,19,19,زنجان
497,IR.AL,8,دختر,روستا,1695,1511,184,1390,30,30,البرز
498,IR.AR,8,دختر,روستا,3093,2995,98,1390,24,24,اردبیل
499,IR.BK,8,دختر,روستا,4108,3914,194,1390,5,05,کرمانشاه
500,IR.BS,8,دختر,روستا,2349,2253,96,1390,18,18,بوشهر
501,IR.CM,8,دختر,روستا,3066,2923,143,1390,14,14,چهارمحال و بختیاری
502,IR.EA,8,دختر,روستا,8841,8421,420,1390,3,03,آذربایجان شرقی
503,IR.ES,8,دختر,روستا,4787,4442,345,1390,10,10,اصفهان
504,IR.FA,8,دختر,روستا,10925,10467,458,1390,7,07,فارس
505,IR.GI,8,دختر,روستا,5702,5485,217,1390,1,01,گیلان
506,IR.GO,8,دختر,روستا,6570,6269,301,1390,27,27,گلستان
507,IR.HD,8,دختر,روستا,4905,4736,169,1390,13,13,همدان
508,IR.HG,8,دختر,روستا,7371,6918,453,1390,22,22,هرمزگان
509,IR.IL,8,دختر,روستا,1330,1243,87,1390,16,16,ایلام
510,IR.KB,8,دختر,روستا,2537,2432,105,1390,17,17,کهگیلویه و بویراحمد
511,IR.KD,8,دختر,روستا,3710,3579,131,1390,12,12,کردستان
512,IR.KE,8,دختر,روستا,10578,9680,898,1390,8,08,کرمان
513,IR.KJ,8,دختر,روستا,2611,2480,131,1390,29,29,خراسان جنوبی
514,IR.KS,8,دختر,روستا,3619,3474,145,1390,28,28,خراسان شمالی
515,IR.KV,8,دختر,روستا,14415,13683,732,1390,9,09,خراسان رضوی
516,IR.KZ,8,دختر,روستا,12212,11290,922,1390,6,06,خوزستان
517,IR.LO,8,دختر,روستا,5337,5031,306,1390,15,15,لرستان
518,IR.MK,8,دختر,روستا,2275,2076,199,1390,0,00,مرکزی
519,IR.MN,8,دختر,روستا,8757,8428,329,1390,2,02,مازندران
520,IR.QM,8,دختر,روستا,385,356,29,1390,25,25,قم
521,IR.QZ,8,دختر,روستا,2344,2200,144,1390,26,26,قزوین
522,IR.SB,8,دختر,روستا,15591,12929,2662,1390,11,11,سیستان و بلوچستان
523,IR.SM,8,دختر,روستا,947,882,65,1390,20,20,سمنان
524,IR.TH,8,دختر,روستا,7018,6497,521,1390,23,23,تهران
525,IR.WA,8,دختر,روستا,9438,8839,599,1390,4,04,آذربایجان غربی
526,IR.YA,8,دختر,روستا,1382,1303,79,1390,21,21,یزد
527,IR.ZA,8,دختر,روستا,2758,2598,160,1390,19,19,زنجان
528,IR.AL,9,دختر,روستا,1667,1505,162,1390,30,30,البرز
529,IR.AR,9,دختر,روستا,3241,3107,134,1390,24,24,اردبیل
530,IR.BK,9,دختر,روستا,3860,3690,170,1390,5,05,کرمانشاه
531,IR.BS,9,دختر,روستا,2328,2235,93,1390,18,18,بوشهر
532,IR.CM,9,دختر,روستا,2918,2755,163,1390,14,14,چهارمحال و بختیاری
533,IR.EA,9,دختر,روستا,8864,8391,473,1390,3,03,آذربایجان شرقی
534,IR.ES,9,دختر,روستا,4604,4310,294,1390,10,10,اصفهان
535,IR.FA,9,دختر,روستا,10398,9980,418,1390,7,07,فارس
536,IR.GI,9,دختر,روستا,5932,5717,215,1390,1,01,گیلان
537,IR.GO,9,دختر,روستا,6431,6149,282,1390,27,27,گلستان
538,IR.HD,9,دختر,روستا,4990,4801,189,1390,13,13,همدان
539,IR.HG,9,دختر,روستا,7372,6938,434,1390,22,22,هرمزگان
540,IR.IL,9,دختر,روستا,1307,1217,90,1390,16,16,ایلام
541,IR.KB,9,دختر,روستا,2531,2418,113,1390,17,17,کهگیلویه و بویراحمد
542,IR.KD,9,دختر,روستا,3739,3604,135,1390,12,12,کردستان
543,IR.KE,9,دختر,روستا,10958,10073,885,1390,8,08,کرمان
544,IR.KJ,9,دختر,روستا,2534,2415,119,1390,29,29,خراسان جنوبی
545,IR.KS,9,دختر,روستا,3414,3284,130,1390,28,28,خراسان شمالی
546,IR.KV,9,دختر,روستا,14045,13369,676,1390,9,09,خراسان رضوی
547,IR.KZ,9,دختر,روستا,11978,11018,960,1390,6,06,خوزستان
548,IR.LO,9,دختر,روستا,4991,4670,321,1390,15,15,لرستان
549,IR.MK,9,دختر,روستا,2211,2056,155,1390,0,00,مرکزی
550,IR.MN,9,دختر,روستا,8665,8356,309,1390,2,02,مازندران
551,IR.QM,9,دختر,روستا,322,306,16,1390,25,25,قم
552,IR.QZ,9,دختر,روستا,2191,2065,126,1390,26,26,قزوین
553,IR.SB,9,دختر,روستا,15392,12847,2545,1390,11,11,سیستان و بلوچستان
554,IR.SM,9,دختر,روستا,953,884,69,1390,20,20,سمنان
555,IR.TH,9,دختر,روستا,6393,5984,409,1390,23,23,تهران
556,IR.WA,9,دختر,روستا,9701,9037,664,1390,4,04,آذربایجان غربی
557,IR.YA,9,دختر,روستا,1304,1216,88,1390,21,21,یزد
558,IR.ZA,9,دختر,روستا,2756,2601,155,1390,19,19,زنجان
559,IR.AL,10,دختر,روستا,1624,1484,140,1390,30,30,البرز
560,IR.AR,10,دختر,روستا,3421,3280,141,1390,24,24,اردبیل
561,IR.BK,10,دختر,روستا,4038,3832,206,1390,5,05,کرمانشاه
562,IR.BS,10,دختر,روستا,2212,2133,79,1390,18,18,بوشهر
563,IR.CM,10,دختر,روستا,3009,2849,160,1390,14,14,چهارمحال و بختیاری
564,IR.EA,10,دختر,روستا,8747,8230,517,1390,3,03,آذربایجان شرقی
565,IR.ES,10,دختر,روستا,4712,4414,298,1390,10,10,اصفهان
566,IR.FA,10,دختر,روستا,10705,10263,442,1390,7,07,فارس
567,IR.GI,10,دختر,روستا,6676,6400,276,1390,1,01,گیلان
568,IR.GO,10,دختر,روستا,6260,5933,327,1390,27,27,گلستان
569,IR.HD,10,دختر,روستا,4941,4733,208,1390,13,13,همدان
570,IR.HG,10,دختر,روستا,7406,6893,513,1390,22,22,هرمزگان
571,IR.IL,10,دختر,روستا,1323,1209,114,1390,16,16,ایلام
572,IR.KB,10,دختر,روستا,2432,2315,117,1390,17,17,کهگیلویه و بویراحمد
573,IR.KD,10,دختر,روستا,3769,3578,191,1390,12,12,کردستان
574,IR.KE,10,دختر,روستا,10840,9900,940,1390,8,08,کرمان
575,IR.KJ,10,دختر,روستا,2490,2369,121,1390,29,29,خراسان جنوبی
576,IR.KS,10,دختر,روستا,3309,3170,139,1390,28,28,خراسان شمالی
577,IR.KV,10,دختر,روستا,13927,13234,693,1390,9,09,خراسان رضوی
578,IR.KZ,10,دختر,روستا,12023,10956,1067,1390,6,06,خوزستان
579,IR.LO,10,دختر,روستا,5187,4808,379,1390,15,15,لرستان
580,IR.MK,10,دختر,روستا,2234,2061,173,1390,0,00,مرکزی
581,IR.MN,10,دختر,روستا,9074,8753,321,1390,2,02,مازندران
582,IR.QM,10,دختر,روستا,425,395,30,1390,25,25,قم
583,IR.QZ,10,دختر,روستا,2213,2102,111,1390,26,26,قزوین
584,IR.SB,10,دختر,روستا,13859,11156,2703,1390,11,11,سیستان و بلوچستان
585,IR.SM,10,دختر,روستا,955,892,63,1390,20,20,سمنان
586,IR.TH,10,دختر,روستا,7026,6563,463,1390,23,23,تهران
587,IR.WA,10,دختر,روستا,9414,8609,805,1390,4,04,آذربایجان غربی
588,IR.YA,10,دختر,روستا,1275,1196,79,1390,21,21,یزد
589,IR.ZA,10,دختر,روستا,2907,2750,157,1390,19,19,زنجان
590,IR.AL,11,دختر,روستا,1638,1464,174,1390,30,30,البرز
591,IR.AR,11,دختر,روستا,3229,2946,283,1390,24,24,اردبیل
592,IR.BK,11,دختر,روستا,3944,3417,527,1390,5,05,کرمانشاه
593,IR.BS,11,دختر,روستا,2164,2060,104,1390,18,18,بوشهر
594,IR.CM,11,دختر,روستا,2818,2609,209,1390,14,14,چهارمحال و بختیاری
595,IR.EA,11,دختر,روستا,8304,7336,968,1390,3,03,آذربایجان شرقی
596,IR.ES,11,دختر,روستا,4745,4400,345,1390,10,10,اصفهان
597,IR.FA,11,دختر,روستا,10421,9908,513,1390,7,07,فارس
598,IR.GI,11,دختر,روستا,6459,6125,334,1390,1,01,گیلان
599,IR.GO,11,دختر,روستا,6748,5943,805,1390,27,27,گلستان
600,IR.HD,11,دختر,روستا,4980,4557,423,1390,13,13,همدان
601,IR.HG,11,دختر,روستا,7030,6432,598,1390,22,22,هرمزگان
602,IR.IL,11,دختر,روستا,1284,1162,122,1390,16,16,ایلام
603,IR.KB,11,دختر,روستا,2302,2141,161,1390,17,17,کهگیلویه و بویراحمد
604,IR.KD,11,دختر,روستا,3443,2754,689,1390,12,12,کردستان
605,IR.KE,11,دختر,روستا,10439,9441,998,1390,8,08,کرمان
606,IR.KJ,11,دختر,روستا,2338,2121,217,1390,29,29,خراسان جنوبی
607,IR.KS,11,دختر,روستا,3653,3231,422,1390,28,28,خراسان شمالی
608,IR.KV,11,دختر,روستا,14056,12595,1461,1390,9,09,خراسان رضوی
609,IR.KZ,11,دختر,روستا,11307,9648,1659,1390,6,06,خوزستان
610,IR.LO,11,دختر,روستا,4964,4373,591,1390,15,15,لرستان
611,IR.MK,11,دختر,روستا,2140,1916,224,1390,0,00,مرکزی
612,IR.MN,11,دختر,روستا,9293,8961,332,1390,2,02,مازندران
613,IR.QM,11,دختر,روستا,382,344,38,1390,25,25,قم
614,IR.QZ,11,دختر,روستا,2174,1976,198,1390,26,26,قزوین
615,IR.SB,11,دختر,روستا,13789,10156,3633,1390,11,11,سیستان و بلوچستان
616,IR.SM,11,دختر,روستا,964,881,83,1390,20,20,سمنان
617,IR.TH,11,دختر,روستا,6753,6285,468,1390,23,23,تهران
618,IR.WA,11,دختر,روستا,9179,7570,1609,1390,4,04,آذربایجان غربی
619,IR.YA,11,دختر,روستا,1229,1142,87,1390,21,21,یزد
620,IR.ZA,11,دختر,روستا,2621,2345,276,1390,19,19,زنجان
621,IR.AL,12,دختر,روستا,1645,1488,157,1390,30,30,البرز
